Plot Title: 20393605_SM_A_B1_ctrl,,,
2142,9/11/18 17:00,60.174,0.1738
2143,9/11/18 18:00,58.368,0.1738
2144,9/11/18 19:00,56.426,0.1738
2145,9/11/18 20:00,54.561,0.1742
2146,9/11/18 21:00,52.86,0.1742
2147,9/11/18 22:00,51.37,0.1742
2148,9/11/18 23:00,50.135,0.1742
2149,9/12/18 0:00,49.028,0.1746
2150,9/12/18 1:00,48.004,0.1746
2151,9/12/18 2:00,47.064,0.1746
2152,9/12/18 3:00,46.211,0.1746
2153,9/12/18 4:00,45.399,0.1746
2154,9/12/18 5:00,44.674,0.1746
2155,9/12/18 6:00,43.9,0.1742
2156,9/12/18 7:00,43.259,0.1738
2157,9/12/18 8:00,43.214,0.1738
2158,9/12/18 9:00,44.263,0.1714
2159,9/12/18 10:00,46.346,0.1677
2160,9/12/18 11:00,49.294,0.1634
2161,9/12/18 12:00,52.903,0.1604
2162,9/12/18 13:00,56.901,0.1577
2163,9/12/18 14:00,60.26,0.1551
2164,9/12/18 15:00,62.406,0.1542
2165,9/12/18 16:00,62.919,0.1527
2166,9/12/18 17:00,61.761,0.1523
2167,9/12/18 18:00,59.315,0.1523
2168,9/12/18 19:00,57.117,0.1523
2169,9/12/18 20:00,55.125,0.1523
2170,9/12/18 21:00,53.341,0.1523
2171,9/12/18 22:00,51.678,0.1519
2172,9/12/18 23:00,50.268,0.1523
2173,9/13/18 0:00,49.116,0.1523
2174,9/13/18 1:00,48.094,0.1519
2175,9/13/18 2:00,47.289,0.1514
2176,9/13/18 3:00,46.616,0.1514
2177,9/13/18 4:00,45.896,0.1514
2178,9/13/18 5:00,45.127,0.1514
2179,9/13/18 6:00,44.4,0.1508
2180,9/13/18 7:00,43.671,0.1508
2181,9/13/18 8:00,43.579,0.1514
2182,9/13/18 9:00,44.445,0.149
2183,9/13/18 10:00,46.481,0.145
2184,9/13/18 11:00,49.383,0.1405
2185,9/13/18 12:00,52.992,0.1382
2186,9/13/18 13:00,56.772,0.1347
2187,9/13/18 14:00,60.089,0.1321
2188,9/13/18 15:00,62.49,0.1312
2189,9/13/18 16:00,63.133,0.1302
2190,9/13/18 17:00,61.977,0.129
2191,9/13/18 18:00,59.272,0.1285
2192,9/13/18 19:00,56.858,0.1285
2193,9/13/18 20:00,54.691,0.1281
2194,9/13/18 21:00,52.772,0.129
2195,9/13/18 22:00,51.105,0.1285
2196,9/13/18 23:00,49.516,0.129
2197,9/14/18 0:00,48.272,0.1285
2198,9/14/18 1:00,47.199,0.1285
2199,9/14/18 2:00,46.166,0.1285
2200,9/14/18 3:00,45.127,0.1285
2201,9/14/18 4:00,44.127,0.1276
2202,9/14/18 5:00,43.122,0.1271
2203,9/14/18 6:00,42.202,0.1281
2204,9/14/18 7:00,41.369,0.1285
2205,9/14/18 8:00,41.369,0.1307
2206,9/14/18 9:00,42.663,0.1281
2207,9/14/18 10:00,45.082,0.1242
2208,9/14/18 11:00,48.45,0.1209
2209,9/14/18 12:00,52.641,0.1174
2210,9/14/18 13:00,57.16,0.1159
2211,9/14/18 14:00,61.333,0.1138
2212,9/14/18 15:00,63.862,0.1117
2213,9/14/18 16:00,64.589,0.1107
2214,9/14/18 17:00,63.176,0.1091
2215,9/14/18 18:00,60.474,0.1085
2216,9/14/18 19:00,58.066,0.1085
2217,9/14/18 20:00,55.906,0.108
2218,9/14/18 21:00,53.908,0.108
2219,9/14/18 22:00,52.115,0.108
2220,9/14/18 23:00,50.533,0.108
2221,9/15/18 0:00,49.073,0.1085
2222,9/15/18 1:00,47.826,0.1085
2223,9/15/18 2:00,46.751,0.1091
2224,9/15/18 3:00,45.806,0.1085
2225,9/15/18 4:00,45.036,0.1085
2226,9/15/18 5:00,44.218,0.1085
2227,9/15/18 6:00,43.534,0.1085
2228,9/15/18 7:00,42.847,0.1091
2229,9/15/18 8:00,42.939,0.1101
2230,9/15/18 9:00,44.31,0.1085
2231,9/15/18 10:00,46.796,0.1058
2232,9/15/18 11:00,50.223,0.1036
2233,9/15/18 12:00,54.212,0.102
2234,9/15/18 13:00,58.541,0.1003
2235,9/15/18 14:00,62.276,0.0986
2236,9/15/18 15:00,64.845,0.0969
2237,9/15/18 16:00,65.444,0.0961
2238,9/15/18 17:00,64.375,0.0961
2239,9/15/18 18:00,61.506,0.0949
2240,9/15/18 19:00,59.056,0.0943
2241,9/15/18 20:00,56.944,0.0943
2242,9/15/18 21:00,55.125,0.0937
2243,9/15/18 22:00,53.559,0.0943
2244,9/15/18 23:00,52.203,0.0937
2245,9/16/18 0:00,51.148,0.0937
2246,9/16/18 1:00,50.18,0.0932
2247,9/16/18 2:00,49.161,0.0932
2248,9/16/18 3:00,48.182,0.0932
2249,9/16/18 4:00,47.244,0.0937
2250,9/16/18 5:00,46.391,0.0937
2251,9/16/18 6:00,45.669,0.0932
2252,9/16/18 7:00,45.082,0.0937
2253,9/16/18 8:00,45.082,0.0949
2254,9/16/18 9:00,46.301,0.0937
2255,9/16/18 10:00,48.672,0.0926
2256,9/16/18 11:00,51.721,0.092
2257,9/16/18 12:00,55.558,0.0908
2258,9/16/18 13:00,59.529,0.0896
2259,9/16/18 14:00,63.475,0.0887
2260,9/16/18 15:00,65.658,0.0869
2261,9/16/18 16:00,65.959,0.0857
2262,9/16/18 17:00,64.632,0.0844
2263,9/16/18 18:00,61.848,0.0841
2264,9/16/18 19:00,59.401,0.0829
2265,9/16/18 20:00,57.074,0.0829
2266,9/16/18 21:00,55.081,0.0829
2267,9/16/18 22:00,53.384,0.0829
2268,9/16/18 23:00,51.852,0.0829
2269,9/17/18 0:00,50.664,0.0829
2270,9/17/18 1:00,49.516,0.0829
2271,9/17/18 2:00,48.538,0.0822
2272,9/17/18 3:00,47.736,0.0829
2273,9/17/18 4:00,46.886,0.0835
2274,9/17/18 5:00,46.121,0.0835
2275,9/17/18 6:00,45.399,0.0835
2276,9/17/18 7:00,44.764,0.0841
2277,9/17/18 8:00,44.856,0.0844
2278,9/17/18 9:00,46.166,0.085
2279,9/17/18 10:00,48.717,0.0844
2280,9/17/18 11:00,51.984,0.0841
2281,9/17/18 12:00,55.472,0.0835
2282,9/17/18 13:00,58.152,0.0822
2283,9/17/18 14:00,61.804,0.0822
2284,9/17/18 15:00,64.117,0.0803
2285,9/17/18 16:00,65.273,0.0835
2286,9/17/18 17:00,63.99,0.0835
2287,9/17/18 18:00,61.547,0.0829
2288,9/17/18 19:00,59.185,0.0822
2289,9/17/18 20:00,56.944,0.0816
2290,9/17/18 21:00,55.081,0.0816
2291,9/17/18 22:00,53.472,0.0816
2292,9/17/18 23:00,52.203,0.0816
2293,9/18/18 0:00,50.974,0.0816
2294,9/18/18 1:00,50.002,0.0816
2295,9/18/18 2:00,49.161,0.0816
2296,9/18/18 3:00,48.405,0.0816
2297,9/18/18 4:00,47.691,0.0816
2298,9/18/18 5:00,47.019,0.0816
2299,9/18/18 6:00,46.526,0.0816
2300,9/18/18 7:00,46.076,0.0822
2301,9/18/18 8:00,46.256,0.0822
2302,9/18/18 9:00,47.557,0.0829
2303,9/18/18 10:00,49.959,0.0822
2304,9/18/18 11:00,52.246,0.0822
2305,9/18/18 12:00,55.256,0.0822
2306,9/18/18 13:00,59.142,0.0816
2307,9/18/18 14:00,62.148,0.0816
2308,9/18/18 15:00,63.561,0.081
2309,9/18/18 16:00,63.648,0.0803
2310,9/18/18 17:00,63.048,0.0797
2311,9/18/18 18:00,60.217,0.0794
2312,9/18/18 19:00,57.807,0.0781
2313,9/18/18 20:00,55.69,0.0787
2314,9/18/18 21:00,53.82,0.0787
2315,9/18/18 22:00,52.203,0.0781
2316,9/18/18 23:00,50.752,0.0781
2317,9/19/18 0:00,49.604,0.0787
2318,9/19/18 1:00,48.583,0.0781
2319,9/19/18 2:00,47.602,0.0787
2320,9/19/18 3:00,46.661,0.0787
2321,9/19/18 4:00,45.714,0.0781
2322,9/19/18 5:00,44.809,0.0787
2323,9/19/18 6:00,44.173,0.0787
2324,9/19/18 7:00,43.624,0.0787
2325,9/19/18 8:00,43.396,0.0794
2326,9/19/18 9:00,44.492,0.0797
2327,9/19/18 10:00,46.751,0.0797
2328,9/19/18 11:00,49.782,0.0794
2329,9/19/18 12:00,51.105,0.0794
2330,9/19/18 13:00,52.029,0.0794
2331,9/19/18 14:00,51.984,0.0787
2332,9/19/18 15:00,51.325,0.0803
2333,9/19/18 16:00,50.445,0.0829
2334,9/19/18 17:00,49.87,0.0844
2335,9/19/18 18:00,49.649,0.085
2336,9/19/18 19:00,48.36,0.1204
2337,9/19/18 20:00,47.557,0.2739
2338,9/19/18 21:00,47.244,0.2632
2339,9/19/18 22:00,46.796,0.2611
2340,9/19/18 23:00,46.211,0.2639
2341,9/20/18 0:00,45.761,0.2592
2342,9/20/18 1:00,45.307,0.2553
2343,9/20/18 2:00,44.946,0.2516
2344,9/20/18 3:00,44.674,0.2487
2345,9/20/18 4:00,44.445,0.246
2346,9/20/18 5:00,44.218,0.2434
2347,9/20/18 6:00,43.945,0.2414
2348,9/20/18 7:00,43.716,0.2399
2349,9/20/18 8:00,43.579,0.2379
2350,9/20/18 9:00,43.808,0.2367
2351,9/20/18 10:00,45.036,0.2347
2352,9/20/18 11:00,48.004,0.2318
2353,9/20/18 12:00,51.193,0.2303
2354,9/20/18 13:00,53.69,0.2286
2355,9/20/18 14:00,55.992,0.2269
2356,9/20/18 15:00,57.549,0.2262
2357,9/20/18 16:00,57.85,0.2254
2358,9/20/18 17:00,57.42,0.2245
2359,9/20/18 18:00,55.168,0.2237
2360,9/20/18 19:00,52.992,0.2232
2361,9/20/18 20:00,50.841,0.2229
2362,9/20/18 21:00,48.983,0.2219
2363,9/20/18 22:00,47.154,0.2219
2364,9/20/18 23:00,45.489,0.2216
2365,9/21/18 0:00,44.082,0.2211
2366,9/21/18 1:00,42.892,0.2203
2367,9/21/18 2:00,41.925,0.2203
2368,9/21/18 3:00,41.137,0.2203
2369,9/21/18 4:00,40.438,0.2195
2370,9/21/18 5:00,39.877,0.219
2371,9/21/18 6:00,39.36,0.2182
2372,9/21/18 7:00,38.889,0.2182
2373,9/21/18 8:00,38.842,0.2177
2374,9/21/18 9:00,39.031,0.2169
2375,9/21/18 10:00,40.064,0.2148
2376,9/21/18 11:00,43.167,0.2126
2377,9/21/18 12:00,47.512,0.2104
2378,9/21/18 13:00,52.423,0.2092
2379,9/21/18 14:00,56.512,0.2083
2380,9/21/18 15:00,59.272,0.2073
2381,9/21/18 16:00,60.303,0.2078
2382,9/21/18 17:00,59.315,0.2073
2383,9/21/18 18:00,56.426,0.2078
2384,9/21/18 19:00,53.951,0.2078
2385,9/21/18 20:00,51.633,0.2083
2386,9/21/18 21:00,49.561,0.2078
2387,9/21/18 22:00,47.691,0.2083
2388,9/21/18 23:00,46.121,0.2083
2389,9/22/18 0:00,44.809,0.2078
2390,9/22/18 1:00,43.624,0.2083
2391,9/22/18 2:00,42.616,0.2083
2392,9/22/18 3:00,41.693,0.2078
2393,9/22/18 4:00,40.905,0.2073
2394,9/22/18 5:00,40.158,0.2078
2395,9/22/18 6:00,39.596,0.2078
2396,9/22/18 7:00,39.124,0.2073
2397,9/22/18 8:00,39.124,0.207
2398,9/22/18 9:00,39.69,0.2047
2399,9/22/18 10:00,41.508,0.202
2400,9/22/18 11:00,44.856,0.199
2401,9/22/18 12:00,49.028,0.1972
2402,9/22/18 13:00,53.733,0.1948
2403,9/22/18 14:00,57.893,0.1939
2404,9/22/18 15:00,60.604,0.1932
2405,9/22/18 16:00,61.29,0.1932
2406,9/22/18 17:00,59.873,0.1935
2407,9/22/18 18:00,56.772,0.1939
2408,9/22/18 19:00,54.126,0.1945
2409,9/22/18 20:00,51.721,0.1948
2410,9/22/18 21:00,49.692,0.1948
2411,9/22/18 22:00,47.959,0.1954
2412,9/22/18 23:00,46.391,0.1958
2413,9/23/18 0:00,45.082,0.1958
2414,9/23/18 1:00,43.9,0.1954
2415,9/23/18 2:00,42.892,0.1954
2416,9/23/18 3:00,42.017,0.1954
2417,9/23/18 4:00,41.277,0.1958
2418,9/23/18 5:00,40.579,0.1958
2419,9/23/18 6:00,39.97,0.1954
2420,9/23/18 7:00,39.407,0.1948
2421,9/23/18 8:00,39.407,0.1948
2422,9/23/18 9:00,40.111,0.1932
2423,9/23/18 10:00,41.554,0.1917
2424,9/23/18 11:00,44.173,0.1891
2425,9/23/18 12:00,47.557,0.1859
2426,9/23/18 13:00,52.246,0.183
2427,9/23/18 14:00,56.512,0.1807
2428,9/23/18 15:00,58.971,0.1803
2429,9/23/18 16:00,58.928,0.1797
2430,9/23/18 17:00,57.376,0.1803
2431,9/23/18 18:00,55.69,0.1797
2432,9/23/18 19:00,53.82,0.1803
2433,9/23/18 20:00,51.895,0.1807
2434,9/23/18 21:00,50.047,0.1807
2435,9/23/18 22:00,48.45,0.1813
2436,9/23/18 23:00,47.109,0.1816
2437,9/24/18 0:00,46.211,0.1813
2438,9/24/18 1:00,45.489,0.1813
2439,9/24/18 2:00,44.764,0.1807
2440,9/24/18 3:00,44.31,0.1803
2441,9/24/18 4:00,43.853,0.1807
2442,9/24/18 5:00,43.488,0.1797
2443,9/24/18 6:00,43.122,0.1797
2444,9/24/18 7:00,42.663,0.1803
2445,9/24/18 8:00,42.386,0.1797
2446,9/24/18 9:00,42.984,0.1783
2447,9/24/18 10:00,43.99,0.1769
2448,9/24/18 11:00,44.719,0.1756
2449,9/24/18 12:00,46.706,0.1742
2450,9/24/18 13:00,47.602,0.1728
2451,9/24/18 14:00,46.974,0.1756
2452,9/24/18 15:00,47.019,0.1765
2453,9/24/18 16:00,47.557,0.1765
2454,9/24/18 17:00,48.094,0.1765
2455,9/24/18 18:00,47.914,0.1765
2456,9/24/18 19:00,47.244,0.1769
2457,9/24/18 20:00,46.481,0.1769
2458,9/24/18 21:00,45.669,0.1775
2459,9/24/18 22:00,44.809,0.1769
2460,9/24/18 23:00,43.99,0.1779
2461,9/25/18 0:00,43.167,0.1779
2462,9/25/18 1:00,42.294,0.1783
2463,9/25/18 2:00,41.463,0.1783
2464,9/25/18 3:00,40.626,0.1783
2465,9/25/18 4:00,39.877,0.1789
2466,9/25/18 5:00,39.22,0.1789
2467,9/25/18 6:00,38.606,0.1783
2468,9/25/18 7:00,38.037,0.1779
2469,9/25/18 8:00,37.798,0.1783
2470,9/25/18 9:00,37.893,0.1789
2471,9/25/18 10:00,38.131,0.1765
2472,9/25/18 11:00,40.064,0.1742
2473,9/25/18 12:00,44.127,0.1709
2474,9/25/18 13:00,48.983,0.1699
2475,9/25/18 14:00,53.253,0.1689
2476,9/25/18 15:00,56.34,0.1685
2477,9/25/18 16:00,57.463,0.1695
2478,9/25/18 17:00,55.906,0.1703
2479,9/25/18 18:00,53.078,0.1714
2480,9/25/18 19:00,50.488,0.1714
2481,9/25/18 20:00,48.049,0.1728
2482,9/25/18 21:00,45.896,0.1732
2483,9/25/18 22:00,43.99,0.1732
2484,9/25/18 23:00,42.525,0.1742
2485,9/26/18 0:00,41.369,0.1738
2486,9/26/18 1:00,40.392,0.1732
2487,9/26/18 2:00,39.69,0.1738
2488,9/26/18 3:00,39.078,0.1738
2489,9/26/18 4:00,38.511,0.1728
2490,9/26/18 5:00,38.084,0.1728
2491,9/26/18 6:00,37.56,0.1718
2492,9/26/18 7:00,37.081,0.1714
2493,9/26/18 8:00,36.986,0.1709
2494,9/26/18 9:00,37.321,0.1718
2495,9/26/18 10:00,37.798,0.1699
2496,9/26/18 11:00,40.111,0.1671
2497,9/26/18 12:00,44.082,0.1652
2498,9/26/18 13:00,48.717,0.1634
2499,9/26/18 14:00,52.992,0.1623
2500,9/26/18 15:00,56.122,0.1615
2501,9/26/18 16:00,57.204,0.1615
2502,9/26/18 17:00,55.602,0.1623
2503,9/26/18 18:00,52.947,0.1629
2504,9/26/18 19:00,50.488,0.1638
2505,9/26/18 20:00,48.315,0.1638
2506,9/26/18 21:00,46.346,0.1648
2507,9/26/18 22:00,44.537,0.1652
2508,9/26/18 23:00,43.03,0.1656
2509,9/27/18 0:00,41.74,0.1663
2510,9/27/18 1:00,40.764,0.1663
2511,9/27/18 2:00,39.97,0.1656
2512,9/27/18 3:00,39.313,0.1656
2513,9/27/18 4:00,38.748,0.1652
2514,9/27/18 5:00,38.084,0.1652
2515,9/27/18 6:00,37.702,0.1652
2516,9/27/18 7:00,37.321,0.1638
2517,9/27/18 8:00,37.225,0.1638
2518,9/27/18 9:00,37.656,0.1634
2519,9/27/18 10:00,39.031,0.1604
2520,9/27/18 11:00,42.202,0.1566
2521,9/27/18 12:00,46.256,0.1538
2522,9/27/18 13:00,50.929,0.1508
2523,9/27/18 14:00,54.952,0.1508
2524,9/27/18 15:00,57.936,0.1499
2525,9/27/18 16:00,59.056,0.1503
2526,9/27/18 17:00,57.333,0.1508
2527,9/27/18 18:00,54.648,0.1508
2528,9/27/18 19:00,52.16,0.1519
2529,9/27/18 20:00,49.959,0.1527
2530,9/27/18 21:00,47.959,0.1532
2531,9/27/18 22:00,46.211,0.1532
2532,9/27/18 23:00,44.719,0.1538
2533,9/28/18 0:00,43.351,0.1542
2534,9/28/18 1:00,42.156,0.1547
2535,9/28/18 2:00,41.09,0.1551
2536,9/28/18 3:00,40.111,0.1547
2537,9/28/18 4:00,39.407,0.1547
2538,9/28/18 5:00,38.7,0.1542
2539,9/28/18 6:00,38.084,0.1542
2540,9/28/18 7:00,37.609,0.1532
2541,9/28/18 8:00,37.416,0.1532
2542,9/28/18 9:00,37.989,0.1527
2543,9/28/18 10:00,39.97,0.1495
2544,9/28/18 11:00,43.443,0.145
2545,9/28/18 12:00,47.691,0.1412
2546,9/28/18 13:00,52.423,0.1387
2547,9/28/18 14:00,56.556,0.1382
2548,9/28/18 15:00,59.486,0.1366
2549,9/28/18 16:00,60.39,0.1361
2550,9/28/18 17:00,58.282,0.137
2551,9/28/18 18:00,55.342,0.137
2552,9/28/18 19:00,52.772,0.1382
2553,9/28/18 20:00,50.533,0.1382
2554,9/28/18 21:00,48.45,0.1387
2555,9/28/18 22:00,46.796,0.1387
2556,9/28/18 23:00,45.399,0.1391
2557,9/29/18 0:00,44.263,0.1396
2558,9/29/18 1:00,43.259,0.1396
2559,9/29/18 2:00,42.433,0.1387
2560,9/29/18 3:00,41.74,0.1391
2561,9/29/18 4:00,41.09,0.1396
2562,9/29/18 5:00,40.626,0.1396
2563,9/29/18 6:00,40.111,0.1382
2564,9/29/18 7:00,39.643,0.1382
2565,9/29/18 8:00,39.36,0.1375
2566,9/29/18 9:00,40.251,0.1366
2567,9/29/18 10:00,42.294,0.1335
2568,9/29/18 11:00,45.534,0.129
2569,9/29/18 12:00,49.294,0.1271
2570,9/29/18 13:00,53.602,0.1251
2571,9/29/18 14:00,57.549,0.1237
2572,9/29/18 15:00,60.303,0.1237
2573,9/29/18 16:00,60.818,0.1219
2574,9/29/18 17:00,58.669,0.1224
2575,9/29/18 18:00,56.208,0.1219
2576,9/29/18 19:00,53.951,0.1219
2577,9/29/18 20:00,51.852,0.1219
2578,9/29/18 21:00,50.047,0.1219
2579,9/29/18 22:00,48.538,0.1229
2580,9/29/18 23:00,47.289,0.1237
2581,9/30/18 0:00,46.166,0.1224
2582,9/30/18 1:00,45.127,0.1224
2583,9/30/18 2:00,44.218,0.1219
2584,9/30/18 3:00,43.488,0.1229
2585,9/30/18 4:00,42.892,0.1224
2586,9/30/18 5:00,42.341,0.1229
2587,9/30/18 6:00,41.787,0.1219
2588,9/30/18 7:00,41.277,0.1224
2589,9/30/18 8:00,41.09,0.1219
2590,9/30/18 9:00,41.925,0.1194
2591,9/30/18 10:00,43.9,0.1169
2592,9/30/18 11:00,47.109,0.1148
2593,9/30/18 12:00,50.533,0.1138
2594,9/30/18 13:00,54.387,0.1122
2595,9/30/18 14:00,57.204,0.1117
2596,9/30/18 15:00,59.056,0.1107
2597,9/30/18 16:00,59.014,0.1096
2598,9/30/18 17:00,56.815,0.1101
2599,9/30/18 18:00,54.604,0.1096
2600,9/30/18 19:00,52.597,0.1107
2601,9/30/18 20:00,50.797,0.1096
2602,9/30/18 21:00,49.161,0.1096
2603,9/30/18 22:00,47.781,0.1101
2604,9/30/18 23:00,46.616,0.1101
2605,10/1/18 0:00,45.806,0.1096
2606,10/1/18 1:00,45.307,0.1091
2607,10/1/18 2:00,44.946,0.1091
2608,10/1/18 3:00,44.627,0.1091
2609,10/1/18 4:00,44.218,0.108
2610,10/1/18 5:00,43.945,0.1085
2611,10/1/18 6:00,43.624,0.108
2612,10/1/18 7:00,43.351,0.1085
2613,10/1/18 8:00,43.214,0.108
2614,10/1/18 9:00,43.488,0.1075
2615,10/1/18 10:00,44.719,0.108
2616,10/1/18 11:00,45.579,0.1069
2617,10/1/18 12:00,46.121,0.1069
2618,10/1/18 13:00,46.121,0.1069
2619,10/1/18 14:00,46.346,0.1096
2620,10/1/18 15:00,46.571,0.1101
2621,10/1/18 16:00,46.751,0.1101
2622,10/1/18 17:00,46.616,0.1101
2623,10/1/18 18:00,46.256,0.1101
2624,10/1/18 19:00,45.851,0.1107
2625,10/1/18 20:00,45.354,0.1101
2626,10/1/18 21:00,44.946,0.1107
2627,10/1/18 22:00,44.582,0.1112
2628,10/1/18 23:00,44.263,0.1112
2629,10/2/18 0:00,43.945,0.1107
2630,10/2/18 1:00,43.579,0.1107
2631,10/2/18 2:00,43.259,0.1107
2632,10/2/18 3:00,42.984,0.1112
2633,10/2/18 4:00,42.8,0.1112
2634,10/2/18 5:00,42.616,0.1112
2635,10/2/18 6:00,42.478,0.1117
2636,10/2/18 7:00,42.294,0.1164
2637,10/2/18 8:00,41.648,0.2824
2638,10/2/18 9:00,40.998,0.3183
2639,10/2/18 10:00,41.369,0.3204
2640,10/2/18 11:00,41.369,0.3235
2641,10/2/18 12:00,42.017,0.3265
2642,10/2/18 13:00,43.03,0.3265
2643,10/2/18 14:00,43.396,0.3649
2644,10/2/18 15:00,43.167,0.3163
2645,10/2/18 16:00,43.306,0.3163
2646,10/2/18 17:00,43.122,0.3219
2647,10/2/18 18:00,43.075,0.3008
2648,10/2/18 19:00,42.8,0.2979
2649,10/2/18 20:00,42.663,0.2853
2650,10/2/18 21:00,42.386,0.2925
2651,10/2/18 22:00,42.386,0.2827
2652,10/2/18 23:00,42.294,0.2763
2653,10/3/18 0:00,42.202,0.277
2654,10/3/18 1:00,41.648,0.3244
2655,10/3/18 2:00,42.109,0.2861
2656,10/3/18 3:00,41.554,0.3286
2657,10/3/18 4:00,41.184,0.3367
2658,10/3/18 5:00,41.23,0.3211
2659,10/3/18 6:00,41.693,0.2914
2660,10/3/18 7:00,41.508,0.2868
2661,10/3/18 8:00,41.23,0.2864
2662,10/3/18 9:00,34.907,0.3348
2663,10/3/18 10:00,35.346,0.3335
2664,10/3/18 11:00,34.907,0.3352
2665,10/3/18 12:00,35.103,0.3357