Plot Title: 20393604_SM_A_C1_ctrl,,,
#,"Date Time, GMT-06:00","Temp, °F (LGR S/N: 20393604, SEN S/N: 20391817, LBL: C1_R)","Water Content, m³/m³ (LGR S/N: 20393604, SEN S/N: 20399028, LBL: C1_R)"
1,6/14/18 13:00,35.298,0.2262
2,6/14/18 14:00,37.321,0.2282
3,6/14/18 15:00,38.984,0.2294
4,6/14/18 16:00,40.251,0.2299
5,6/14/18 17:00,41.369,0.2303
6,6/14/18 18:00,41.74,0.2306
7,6/14/18 19:00,41.554,0.2299
8,6/14/18 20:00,41.043,0.2299
9,6/14/18 21:00,40.626,0.2291
10,6/14/18 22:00,40.158,0.2286
11,6/14/18 23:00,39.69,0.2282
12,6/15/18 0:00,39.22,0.2282
13,6/15/18 1:00,38.795,0.2277
14,6/15/18 2:00,38.322,0.2269
15,6/15/18 3:00,37.893,0.2266
16,6/15/18 4:00,37.513,0.2266
17,6/15/18 5:00,37.13,0.2262
18,6/15/18 6:00,36.747,0.2257
19,6/15/18 7:00,36.361,0.2254
20,6/15/18 8:00,36.505,0.2249
21,6/15/18 9:00,37.274,0.2249
22,6/15/18 10:00,38.842,0.2241
23,6/15/18 11:00,40.532,0.2237
24,6/15/18 12:00,42.064,0.2237
25,6/15/18 13:00,44.582,0.2232
26,6/15/18 14:00,47.602,0.2224
27,6/15/18 15:00,49.825,0.2224
28,6/15/18 16:00,51.282,0.2216
29,6/15/18 17:00,52.291,0.2216
30,6/15/18 18:00,52.246,0.2211
31,6/15/18 19:00,51.458,0.2216
32,6/15/18 20:00,50.4,0.2216
33,6/15/18 21:00,49.161,0.2216
34,6/15/18 22:00,48.004,0.2219
35,6/15/18 23:00,46.974,0.2224
36,6/16/18 0:00,46.121,0.2224
37,6/16/18 1:00,45.307,0.2216
38,6/16/18 2:00,44.627,0.2216
39,6/16/18 3:00,43.99,0.2216
40,6/16/18 4:00,43.443,0.2211
41,6/16/18 5:00,42.939,0.2216
42,6/16/18 6:00,42.478,0.2211
43,6/16/18 7:00,41.925,0.2208
44,6/16/18 8:00,41.648,0.2208
45,6/16/18 9:00,41.97,0.2208
46,6/16/18 10:00,42.755,0.2203
47,6/16/18 11:00,43.396,0.2208
48,6/16/18 12:00,44.445,0.2203
49,6/16/18 13:00,45.307,0.2198
50,6/16/18 14:00,45.669,0.2216
51,6/16/18 15:00,45.986,0.2224
52,6/16/18 16:00,46.796,0.2219
53,6/16/18 17:00,47.422,0.2219
54,6/16/18 18:00,47.781,0.2216
55,6/16/18 19:00,47.602,0.2211
56,6/16/18 20:00,47.109,0.2208
57,6/16/18 21:00,46.481,0.2211
58,6/16/18 22:00,45.851,0.2216
59,6/16/18 23:00,45.262,0.2216
60,6/17/18 0:00,44.764,0.2216
61,6/17/18 1:00,44.31,0.2224
62,6/17/18 2:00,43.763,0.2237
63,6/17/18 3:00,43.396,0.2241
64,6/17/18 4:00,43.03,0.2249
65,6/17/18 5:00,42.616,0.2269
66,6/17/18 6:00,42.247,0.2262
67,6/17/18 7:00,41.925,0.2257
68,6/17/18 8:00,41.787,0.2254
69,6/17/18 9:00,41.925,0.2286
70,6/17/18 10:00,42.247,0.2286
71,6/17/18 11:00,43.167,0.2277
72,6/17/18 12:00,45.082,0.2282
73,6/17/18 13:00,46.931,0.2277
74,6/17/18 14:00,48.85,0.2266
75,6/17/18 15:00,50.929,0.2257
76,6/17/18 16:00,51.895,0.2229
77,6/17/18 17:00,51.105,0.2291
78,6/17/18 18:00,50.092,0.2286
79,6/17/18 19:00,49.737,0.2277
80,6/17/18 20:00,49.383,0.2282
81,6/17/18 21:00,48.717,0.2262
82,6/17/18 22:00,47.959,0.2266
83,6/17/18 23:00,47.199,0.2277
84,6/18/18 0:00,46.526,0.2262
85,6/18/18 1:00,45.896,0.2257
86,6/18/18 2:00,45.217,0.2254
87,6/18/18 3:00,44.537,0.2266
88,6/18/18 4:00,43.9,0.2254
89,6/18/18 5:00,43.259,0.2262
90,6/18/18 6:00,42.663,0.2241
91,6/18/18 7:00,42.156,0.2254
92,6/18/18 8:00,42.017,0.2245
93,6/18/18 9:00,42.294,0.2245
94,6/18/18 10:00,43.306,0.2241
95,6/18/18 11:00,44.719,0.2241
96,6/18/18 12:00,45.714,0.2237
97,6/18/18 13:00,47.064,0.2229
98,6/18/18 14:00,49.338,0.2224
99,6/18/18 15:00,51.721,0.2208
100,6/18/18 16:00,53.515,0.2198
101,6/18/18 17:00,54.343,0.2185
102,6/18/18 18:00,53.733,0.2185
103,6/18/18 19:00,52.554,0.219
104,6/18/18 20:00,51.148,0.2177
105,6/18/18 21:00,49.649,0.2182
106,6/18/18 22:00,48.182,0.2182
107,6/18/18 23:00,46.796,0.2182
108,6/19/18 0:00,45.534,0.2182
109,6/19/18 1:00,44.4,0.2182
110,6/19/18 2:00,43.396,0.2174
111,6/19/18 3:00,42.478,0.2174
112,6/19/18 4:00,41.601,0.2185
113,6/19/18 5:00,40.811,0.2182
114,6/19/18 6:00,40.158,0.219
115,6/19/18 7:00,39.549,0.2182
116,6/19/18 8:00,39.407,0.2182
117,6/19/18 9:00,39.924,0.2185
118,6/19/18 10:00,41.416,0.2185
119,6/19/18 11:00,43.763,0.2177
120,6/19/18 12:00,46.481,0.2169
121,6/19/18 13:00,49.428,0.2156
122,6/19/18 14:00,52.509,0.2143
123,6/19/18 15:00,55.125,0.2126
124,6/19/18 16:00,56.858,0.2122
125,6/19/18 17:00,57.679,0.2112
126,6/19/18 18:00,57.031,0.2104
127,6/19/18 19:00,55.647,0.2087
128,6/19/18 20:00,53.645,0.2092
129,6/19/18 21:00,51.809,0.2083
130,6/19/18 22:00,50.047,0.2083
131,6/19/18 23:00,48.36,0.2087
132,6/20/18 0:00,46.931,0.2092
133,6/20/18 1:00,45.579,0.2087
134,6/20/18 2:00,44.4,0.2087
135,6/20/18 3:00,43.351,0.2092
136,6/20/18 4:00,42.386,0.2104
137,6/20/18 5:00,41.508,0.2109
138,6/20/18 6:00,40.719,0.2109
139,6/20/18 7:00,40.111,0.2112
140,6/20/18 8:00,39.783,0.2112
141,6/20/18 9:00,40.298,0.2104
142,6/20/18 10:00,41.97,0.2095
143,6/20/18 11:00,44.719,0.2104
144,6/20/18 12:00,47.959,0.2078
145,6/20/18 13:00,51.458,0.207
146,6/20/18 14:00,54.604,0.2073
147,6/20/18 15:00,57.42,0.2056
148,6/20/18 16:00,59.229,0.2047
149,6/20/18 17:00,59.616,0.2047
150,6/20/18 18:00,58.541,0.2038
151,6/20/18 19:00,56.988,0.2012
152,6/20/18 20:00,55.168,0.2029
153,6/20/18 21:00,53.384,0.2017
154,6/20/18 22:00,51.678,0.2012
155,6/20/18 23:00,50.092,0.2017
156,6/21/18 0:00,48.717,0.2017
157,6/21/18 1:00,47.467,0.2008
158,6/21/18 2:00,46.301,0.2026
159,6/21/18 3:00,45.307,0.2008
160,6/21/18 4:00,44.4,0.2008
161,6/21/18 5:00,43.488,0.2008
162,6/21/18 6:00,42.616,0.2008
163,6/21/18 7:00,41.878,0.2017
164,6/21/18 8:00,41.648,0.2017
165,6/21/18 9:00,42.156,0.2026
166,6/21/18 10:00,43.808,0.2029
167,6/21/18 11:00,46.391,0.202
168,6/21/18 12:00,49.692,0.2012
169,6/21/18 13:00,53.515,0.1999
170,6/21/18 14:00,56.728,0.1963
171,6/21/18 15:00,59.229,0.1954
172,6/21/18 16:00,60.991,0.1967
173,6/21/18 17:00,61.506,0.1932
174,6/21/18 18:00,60.561,0.1935
175,6/21/18 19:00,59.014,0.1935
176,6/21/18 20:00,57.16,0.1926
177,6/21/18 21:00,55.386,0.1923
178,6/21/18 22:00,53.733,0.1932
179,6/21/18 23:00,52.335,0.1935
180,6/22/18 0:00,51.193,0.1932
181,6/22/18 1:00,50.223,0.1932
182,6/22/18 2:00,49.338,0.1939
183,6/22/18 3:00,48.45,0.1935
184,6/22/18 4:00,47.422,0.1935
185,6/22/18 5:00,46.391,0.1932
186,6/22/18 6:00,45.444,0.1935
187,6/22/18 7:00,44.674,0.1932
188,6/22/18 8:00,44.4,0.1958
189,6/22/18 9:00,44.856,0.1948
190,6/22/18 10:00,45.761,0.1958
191,6/22/18 11:00,47.019,0.1917
192,6/22/18 12:00,49.782,0.1932
193,6/22/18 13:00,52.291,0.1913
194,6/22/18 14:00,52.772,0.1926
195,6/22/18 15:00,52.86,0.1904
196,6/22/18 16:00,53.384,0.1939
197,6/22/18 17:00,53.384,0.1923
198,6/22/18 18:00,53.035,0.1898
199,6/22/18 19:00,52.423,0.1885
200,6/22/18 20:00,51.458,0.1881
201,6/22/18 21:00,50.223,0.1881
202,6/22/18 22:00,48.895,0.1891
203,6/22/18 23:00,47.602,0.1891
204,6/23/18 0:00,46.481,0.1891
205,6/23/18 1:00,45.444,0.1913
206,6/23/18 2:00,44.537,0.1895
207,6/23/18 3:00,43.671,0.1895
208,6/23/18 4:00,42.847,0.1895
209,6/23/18 5:00,42.109,0.1898
210,6/23/18 6:00,41.369,0.1904
211,6/23/18 7:00,40.764,0.1908
212,6/23/18 8:00,40.672,0.1904
213,6/23/18 9:00,41.23,0.1913
214,6/23/18 10:00,42.663,0.1926
215,6/23/18 11:00,45.217,0.1923
216,6/23/18 12:00,48.538,0.1881
217,6/23/18 13:00,52.466,0.1895
218,6/23/18 14:00,56.122,0.1885
219,6/23/18 15:00,58.842,0.1872
220,6/23/18 16:00,60.132,0.1862
221,6/23/18 17:00,60.132,0.183
222,6/23/18 18:00,59.315,0.1862
223,6/23/18 19:00,58.023,0.1826
224,6/23/18 20:00,56.469,0.1816
225,6/23/18 21:00,55.038,0.1826
226,6/23/18 22:00,53.733,0.1826
227,6/23/18 23:00,52.554,0.184
228,6/24/18 0:00,51.458,0.1849
229,6/24/18 1:00,50.576,0.184
230,6/24/18 2:00,49.737,0.182
231,6/24/18 3:00,48.983,0.182
232,6/24/18 4:00,48.182,0.1853
233,6/24/18 5:00,47.377,0.1826
234,6/24/18 6:00,46.706,0.1862
235,6/24/18 7:00,46.211,0.1826
236,6/24/18 8:00,46.031,0.183
237,6/24/18 9:00,46.301,0.1843
238,6/24/18 10:00,47.289,0.1859
239,6/24/18 11:00,49.161,0.1849
240,6/24/18 12:00,50.974,0.183
241,6/24/18 13:00,51.984,0.1816
242,6/24/18 14:00,52.641,0.1813
243,6/24/18 15:00,53.645,0.1826
244,6/24/18 16:00,55.515,0.183
245,6/24/18 17:00,55.776,0.1826
246,6/24/18 18:00,55.299,0.1803
247,6/24/18 19:00,54.43,0.1789
248,6/24/18 20:00,53.035,0.1793
249,6/24/18 21:00,51.633,0.1793
250,6/24/18 22:00,50.268,0.1797
251,6/24/18 23:00,49.028,0.1843
252,6/25/18 0:00,47.871,0.1826
253,6/25/18 1:00,46.796,0.1807
254,6/25/18 2:00,45.806,0.1803
255,6/25/18 3:00,44.946,0.1807
256,6/25/18 4:00,44.127,0.183
257,6/25/18 5:00,43.443,0.1836
258,6/25/18 6:00,42.847,0.1807
259,6/25/18 7:00,42.341,0.1803
260,6/25/18 8:00,42.294,0.1853
261,6/25/18 9:00,42.8,0.1843
262,6/25/18 10:00,44.173,0.1853
263,6/25/18 11:00,46.481,0.1826
264,6/25/18 12:00,49.692,0.182
265,6/25/18 13:00,53.515,0.1783
266,6/25/18 14:00,57.16,0.1797
267,6/25/18 15:00,60.089,0.1765
268,6/25/18 16:00,62.276,0.1689
269,6/25/18 17:00,63.09,0.1685
270,6/25/18 18:00,62.276,0.1677
271,6/25/18 19:00,60.733,0.1724
272,6/25/18 20:00,58.842,0.1667
273,6/25/18 21:00,57.031,0.1671
274,6/25/18 22:00,55.299,0.1732
275,6/25/18 23:00,53.776,0.1695
276,6/26/18 0:00,52.423,0.1738
277,6/26/18 1:00,51.193,0.1732
278,6/26/18 2:00,50.047,0.1685
279,6/26/18 3:00,49.028,0.1746
280,6/26/18 4:00,48.094,0.1724
281,6/26/18 5:00,47.199,0.1746
282,6/26/18 6:00,46.391,0.1695
283,6/26/18 7:00,45.714,0.1746
284,6/26/18 8:00,45.669,0.1685
285,6/26/18 9:00,46.211,0.1738
286,6/26/18 10:00,47.512,0.1681
287,6/26/18 11:00,49.87,0.1663
288,6/26/18 12:00,53.209,0.1699
289,6/26/18 13:00,57.031,0.1685
290,6/26/18 14:00,60.818,0.1671
291,6/26/18 15:00,63.946,0.1663
292,6/26/18 16:00,65.916,0.1648
293,6/26/18 17:00,66.472,0.1585
294,6/26/18 18:00,65.316,0.1581
295,6/26/18 19:00,63.689,0.159
296,6/26/18 20:00,61.848,0.1652
297,6/26/18 21:00,60.046,0.1596
298,6/26/18 22:00,58.411,0.16
299,6/26/18 23:00,56.944,0.159
300,6/27/18 0:00,55.647,0.1652
301,6/27/18 1:00,54.343,0.1596
302,6/27/18 2:00,53.121,0.1581
303,6/27/18 3:00,51.984,0.1581
304,6/27/18 4:00,50.974,0.1585
305,6/27/18 5:00,50.047,0.159
306,6/27/18 6:00,49.204,0.159
307,6/27/18 7:00,48.493,0.1642
308,6/27/18 8:00,48.405,0.159
309,6/27/18 9:00,48.895,0.1638
310,6/27/18 10:00,50.092,0.1581
311,6/27/18 11:00,52.291,0.1608
312,6/27/18 12:00,55.472,0.159
313,6/27/18 13:00,59.099,0.1577
314,6/27/18 14:00,62.49,0.1547
315,6/27/18 15:00,65.444,0.1527
316,6/27/18 16:00,67.285,0.1519
317,6/27/18 17:00,67.586,0.1503
318,6/27/18 18:00,66.515,0.149
319,6/27/18 19:00,64.931,0.1479
320,6/27/18 20:00,63.09,0.1425
321,6/27/18 21:00,61.333,0.143
322,6/27/18 22:00,59.702,0.143
323,6/27/18 23:00,58.195,0.1425
324,6/28/18 0:00,56.858,0.1416
325,6/28/18 1:00,55.602,0.1484
326,6/28/18 2:00,54.473,0.1434
327,6/28/18 3:00,53.384,0.1441
328,6/28/18 4:00,52.423,0.147
329,6/28/18 5:00,51.544,0.1416
330,6/28/18 6:00,50.621,0.1416
331,6/28/18 7:00,49.87,0.1479
332,6/28/18 8:00,49.782,0.1412
333,6/28/18 9:00,50.135,0.1466
334,6/28/18 10:00,51.148,0.1455
335,6/28/18 11:00,53.209,0.1434
336,6/28/18 12:00,55.949,0.1405
337,6/28/18 13:00,59.185,0.1387
338,6/28/18 14:00,62.447,0.137
339,6/28/18 15:00,65.23,0.1347
340,6/28/18 16:00,66.943,0.1331
341,6/28/18 17:00,67.242,0.1271
342,6/28/18 18:00,66.173,0.1321
343,6/28/18 19:00,64.76,0.129
344,6/28/18 20:00,63.219,0.1302
345,6/28/18 21:00,61.633,0.1237
346,6/28/18 22:00,60.089,0.129
347,6/28/18 23:00,58.669,0.1229
348,6/29/18 0:00,57.42,0.1266
349,6/29/18 1:00,56.208,0.1237
350,6/29/18 2:00,54.952,0.1229
351,6/29/18 3:00,53.69,0.1229
352,6/29/18 4:00,52.509,0.1219
353,6/29/18 5:00,51.544,0.1271
354,6/29/18 6:00,50.664,0.1281
355,6/29/18 7:00,49.87,0.1242
356,6/29/18 8:00,49.604,0.1271
357,6/29/18 9:00,49.87,0.1266
358,6/29/18 10:00,50.752,0.1256
359,6/29/18 11:00,52.509,0.1237
360,6/29/18 12:00,55.299,0.1214
361,6/29/18 13:00,58.582,0.1199
362,6/29/18 14:00,62.019,0.1189
363,6/29/18 15:00,64.76,0.1174
364,6/29/18 16:00,66.429,0.1159
365,6/29/18 17:00,66.686,0.1143
366,6/29/18 18:00,65.487,0.1133
367,6/29/18 19:00,63.819,0.1122
368,6/29/18 20:00,61.977,0.1112
369,6/29/18 21:00,60.303,0.1058
370,6/29/18 22:00,58.669,0.1058
371,6/29/18 23:00,57.16,0.1058
372,6/30/18 0:00,55.776,0.1064
373,6/30/18 1:00,54.473,0.1058
374,6/30/18 2:00,53.209,0.1058
375,6/30/18 3:00,52.072,0.1053
376,6/30/18 4:00,51.062,0.1064
377,6/30/18 5:00,50.18,0.1064
378,6/30/18 6:00,49.383,0.1058
379,6/30/18 7:00,48.762,0.1091
380,6/30/18 8:00,48.628,0.1053
381,6/30/18 9:00,49.028,0.1112
382,6/30/18 10:00,50.002,0.1096
383,6/30/18 11:00,51.852,0.1042
384,6/30/18 12:00,54.604,0.1075
385,6/30/18 13:00,58.023,0.1053
386,6/30/18 14:00,61.205,0.1003
387,6/30/18 15:00,63.689,0.1025
388,6/30/18 16:00,65.102,0.1025
389,6/30/18 17:00,65.444,0.0998
390,6/30/18 18:00,64.503,0.0992
391,6/30/18 19:00,62.875,0.0937
392,6/30/18 20:00,61.075,0.0937
393,6/30/18 21:00,59.445,0.092
394,6/30/18 22:00,57.85,0.0926
395,6/30/18 23:00,56.34,0.0914
396,7/1/18 0:00,54.995,0.092
397,7/1/18 1:00,53.733,0.092
398,7/1/18 2:00,52.597,0.0914
399,7/1/18 3:00,51.544,0.0914
400,7/1/18 4:00,50.621,0.0914
401,7/1/18 5:00,49.87,0.0943
402,7/1/18 6:00,49.161,0.092
403,7/1/18 7:00,48.538,0.0908
404,7/1/18 8:00,48.45,0.0961
405,7/1/18 9:00,48.938,0.0963
406,7/1/18 10:00,49.959,0.0955
407,7/1/18 11:00,51.633,0.0949
408,7/1/18 12:00,54.43,0.0943
409,7/1/18 13:00,58.109,0.0932
410,7/1/18 14:00,61.891,0.092
411,7/1/18 15:00,65.059,0.0881
412,7/1/18 16:00,66.985,0.0908
413,7/1/18 17:00,67.199,0.0896
414,7/1/18 18:00,65.959,0.0841
415,7/1/18 19:00,64.074,0.0816
416,7/1/18 20:00,62.148,0.0816
417,7/1/18 21:00,60.303,0.0822
418,7/1/18 22:00,58.582,0.0794
419,7/1/18 23:00,56.944,0.0794
420,7/2/18 0:00,55.472,0.0787
421,7/2/18 1:00,54.169,0.0787
422,7/2/18 2:00,53.035,0.0781
423,7/2/18 3:00,51.94,0.0787
424,7/2/18 4:00,50.929,0.0781
425,7/2/18 5:00,49.959,0.0787
426,7/2/18 6:00,49.073,0.0781
427,7/2/18 7:00,48.45,0.0787
428,7/2/18 8:00,48.315,0.0787
429,7/2/18 9:00,48.85,0.0803
430,7/2/18 10:00,50.092,0.0835
431,7/2/18 11:00,52.203,0.0822
432,7/2/18 12:00,55.168,0.0816
433,7/2/18 13:00,58.798,0.0816
434,7/2/18 14:00,62.577,0.0768
435,7/2/18 15:00,65.574,0.0797
436,7/2/18 16:00,67.285,0.0794
437,7/2/18 17:00,67.413,0.0745
438,7/2/18 18:00,66.087,0.0738
439,7/2/18 19:00,64.288,0.0745
440,7/2/18 20:00,62.362,0.0702
441,7/2/18 21:00,60.561,0.0695
442,7/2/18 22:00,58.971,0.0691
443,7/2/18 23:00,57.549,0.0684
444,7/3/18 0:00,56.208,0.0684
445,7/3/18 1:00,54.952,0.0678
446,7/3/18 2:00,53.82,0.0671
447,7/3/18 3:00,52.817,0.0671
448,7/3/18 4:00,51.895,0.0664
449,7/3/18 5:00,51.105,0.0664
450,7/3/18 6:00,50.356,0.0678
451,7/3/18 7:00,49.782,0.0671
452,7/3/18 8:00,49.782,0.0715
453,7/3/18 9:00,50.268,0.0715
454,7/3/18 10:00,51.413,0.0715
455,7/3/18 11:00,53.298,0.0708
456,7/3/18 12:00,55.906,0.0708
457,7/3/18 13:00,58.798,0.0708
458,7/3/18 14:00,62.191,0.0691
459,7/3/18 15:00,65.23,0.0702
460,7/3/18 16:00,66.6,0.0691
461,7/3/18 17:00,65.872,0.0684
462,7/3/18 18:00,64.503,0.0639
463,7/3/18 19:00,63.304,0.0664
464,7/3/18 20:00,62.019,0.0621
465,7/3/18 21:00,60.69,0.0621
466,7/3/18 22:00,59.401,0.0646
467,7/3/18 23:00,58.152,0.0599
468,7/4/18 0:00,56.944,0.0599
469,7/4/18 1:00,55.733,0.0596
470,7/4/18 2:00,54.691,0.0614
471,7/4/18 3:00,53.69,0.0632
472,7/4/18 4:00,52.772,0.0614
473,7/4/18 5:00,51.94,0.0596
474,7/4/18 6:00,51.148,0.0581
475,7/4/18 7:00,50.4,0.0628
476,7/4/18 8:00,50.268,0.0632
477,7/4/18 9:00,50.752,0.0599
478,7/4/18 10:00,51.94,0.0599
479,7/4/18 11:00,53.951,0.0596
480,7/4/18 12:00,56.469,0.0596
481,7/4/18 13:00,59.185,0.0599
482,7/4/18 14:00,62.191,0.0632
483,7/4/18 15:00,65.059,0.0614
484,7/4/18 16:00,66.985,0.0653
485,7/4/18 17:00,67.285,0.0628
486,7/4/18 18:00,66.472,0.0614
487,7/4/18 19:00,65.316,0.0574
488,7/4/18 20:00,63.775,0.0574
489,7/4/18 21:00,62.148,0.0555
490,7/4/18 22:00,60.604,0.0544
491,7/4/18 23:00,59.185,0.0544
492,7/5/18 0:00,57.979,0.0536
493,7/5/18 1:00,57.031,0.0547
494,7/5/18 2:00,56.079,0.0536
495,7/5/18 3:00,55.125,0.0521
496,7/5/18 4:00,54.255,0.0521
497,7/5/18 5:00,53.472,0.0521
498,7/5/18 6:00,52.772,0.0521
499,7/5/18 7:00,52.203,0.0521
500,7/5/18 8:00,52.16,0.0536
501,7/5/18 9:00,52.686,0.0536
502,7/5/18 10:00,53.908,0.0562
503,7/5/18 11:00,55.819,0.0544
504,7/5/18 12:00,58.023,0.057
505,7/5/18 13:00,59.229,0.0536
506,7/5/18 14:00,60.904,0.0581
507,7/5/18 15:00,62.704,0.057
508,7/5/18 16:00,62.577,0.0528
509,7/5/18 17:00,61.848,0.0562
510,7/5/18 18:00,61.376,0.0547
511,7/5/18 19:00,60.733,0.0521
512,7/5/18 20:00,59.916,0.0509
513,7/5/18 21:00,58.885,0.0509
514,7/5/18 22:00,57.85,0.0509
515,7/5/18 23:00,56.772,0.0509
516,7/6/18 0:00,55.776,0.0494
517,7/6/18 1:00,54.777,0.0494
518,7/6/18 2:00,53.951,0.049
519,7/6/18 3:00,53.209,0.049
520,7/6/18 4:00,52.509,0.049
521,7/6/18 5:00,51.721,0.049
522,7/6/18 6:00,51.017,0.049
523,7/6/18 7:00,50.488,0.0494
524,7/6/18 8:00,50.488,0.0501
525,7/6/18 9:00,51.148,0.0544
526,7/6/18 10:00,52.509,0.0517
527,7/6/18 11:00,54.648,0.0547
528,7/6/18 12:00,57.333,0.0547
529,7/6/18 13:00,60.39,0.0521
530,7/6/18 14:00,63.39,0.0555
531,7/6/18 15:00,66.043,0.0562
532,7/6/18 16:00,67.456,0.057
533,7/6/18 17:00,67.5,0.0536
534,7/6/18 18:00,66.558,0.0544
535,7/6/18 19:00,65.188,0.0494
536,7/6/18 20:00,63.819,0.0517
537,7/6/18 21:00,62.406,0.0482
538,7/6/18 22:00,60.904,0.0474
539,7/6/18 23:00,59.486,0.047
540,7/7/18 0:00,58.195,0.0462
541,7/7/18 1:00,57.031,0.0462
