Plot Title: 20139117,,,
,7/6/18 0:00,0.1732,59.185
,7/6/18 1:00,0.1732,57.85
,7/6/18 2:00,0.1732,56.642
,7/6/18 3:00,0.1728,55.733
,7/6/18 4:00,0.1728,54.82
,7/6/18 5:00,0.1728,53.951
,7/6/18 6:00,0.1728,53.121
,7/6/18 7:00,0.1728,52.466
,7/6/18 8:00,0.1724,52.16
,7/6/18 9:00,0.1724,54.648
,7/6/18 10:00,0.1724,59.702
,7/6/18 11:00,0.1724,64.589
,7/6/18 12:00,0.1718,68.999
,7/6/18 13:00,0.1724,69.557
,7/6/18 14:00,0.1724,70.286
,7/6/18 15:00,0.1718,71.317
,7/6/18 16:00,0.1724,72.136
,7/6/18 17:00,0.1718,71.704
,7/6/18 18:00,0.1718,70.243
,7/6/18 19:00,0.1724,68.785
,7/6/18 20:00,0.1718,67.329
,7/6/18 21:00,0.1728,65.574
,7/6/18 22:00,0.1732,63.433
,7/6/18 23:00,0.1728,61.376
,7/7/18 0:00,0.1732,59.659
,7/7/18 1:00,0.1728,58.239
,7/7/18 2:00,0.1728,56.944
,7/7/18 3:00,0.1728,55.863
,7/7/18 4:00,0.1724,54.865
,7/7/18 5:00,0.1724,53.994
,7/7/18 6:00,0.1724,53.253
,7/7/18 7:00,0.1724,52.686
,7/7/18 8:00,0.1724,52.554
,7/7/18 9:00,0.1724,54.777
,7/7/18 10:00,0.1718,59.529
,7/7/18 11:00,0.1714,63.433
,7/7/18 12:00,0.1714,64.418
,7/7/18 13:00,0.1709,66.686
,7/7/18 14:00,0.1709,69.557
,7/7/18 15:00,0.1709,71.748
,7/7/18 16:00,0.1699,71.103
,7/7/18 17:00,0.1709,68.571
,7/7/18 18:00,0.1714,66.429
,7/7/18 19:00,0.1728,64.161
,7/7/18 20:00,0.1714,62.019
,7/7/18 21:00,0.1709,60.69
,7/7/18 22:00,0.1714,59.401
,7/7/18 23:00,0.1714,57.936
,7/8/18 0:00,0.1714,56.556
,7/8/18 1:00,0.1718,55.342
,7/8/18 2:00,0.1718,54.43
,7/8/18 3:00,0.1714,53.559
,7/8/18 4:00,0.1714,52.686
,7/8/18 5:00,0.1718,51.895
,7/8/18 6:00,0.1714,51.237
,7/8/18 7:00,0.1714,50.709
,7/8/18 8:00,0.1714,50.4
,7/8/18 9:00,0.1714,51.282
,7/8/18 10:00,0.1709,56.251
,7/8/18 11:00,0.1703,62.406
,7/8/18 12:00,0.1709,66.772
,7/8/18 13:00,0.1709,70.459
,7/8/18 14:00,0.1718,70.974
,7/8/18 15:00,0.1714,68.313
,7/8/18 16:00,0.1718,64.632
,7/8/18 17:00,0.1718,62.748
,7/8/18 18:00,0.1695,61.119
,7/8/18 19:00,0.1699,60.003
,7/8/18 20:00,0.1703,59.185
,7/8/18 21:00,0.1699,58.239
,7/8/18 22:00,0.1695,57.29
,7/8/18 23:00,0.1699,56.556
,7/9/18 0:00,0.1699,55.69
,7/9/18 1:00,0.1699,54.995
,7/9/18 2:00,0.1703,54.255
,7/9/18 3:00,0.1703,53.209
,7/9/18 4:00,0.1709,52.203
,7/9/18 5:00,0.1709,51.237
,7/9/18 6:00,0.1714,50.311
,7/9/18 7:00,0.1714,49.561
,7/9/18 8:00,0.1714,49.073
,7/9/18 9:00,0.1714,50.752
,7/9/18 10:00,0.1709,56.512
,7/9/18 11:00,0.1709,62.191
,7/9/18 12:00,0.1709,67.071
,7/9/18 13:00,0.1718,70.543
,7/9/18 14:00,0.1718,72.523
,7/9/18 15:00,0.1724,73.256
,7/9/18 16:00,0.1732,72.997
,7/9/18 17:00,0.1738,71.661
,7/9/18 18:00,0.1742,69.901
,7/9/18 19:00,0.1738,68.056
,7/9/18 20:00,0.1742,65.959
,7/9/18 21:00,0.1746,64.375
,7/9/18 22:00,0.1746,62.62
,7/9/18 23:00,0.1742,60.818
,7/10/18 0:00,0.1742,59.142
,7/10/18 1:00,0.1742,57.765
,7/10/18 2:00,0.1742,56.642
,7/10/18 3:00,0.1742,55.558
,7/10/18 4:00,0.1742,54.648
,7/10/18 5:00,0.1742,53.776
,7/10/18 6:00,0.1742,53.078
,7/10/18 7:00,0.1742,52.686
,7/10/18 8:00,0.1742,52.554
,7/10/18 9:00,0.1746,54.82
,7/10/18 10:00,0.1738,59.959
,7/10/18 11:00,0.1732,64.931
,7/10/18 12:00,0.1738,69.427
,7/10/18 13:00,0.1738,72.05
,7/10/18 14:00,0.1738,73.688
,7/10/18 15:00,0.1738,70.93
,7/10/18 16:00,0.2445,62.791
,7/10/18 17:00,0.2383,60.861
,7/10/18 18:00,0.2347,60.474
,7/10/18 19:00,0.2318,60.26
,7/10/18 20:00,0.2299,59.916
,7/10/18 21:00,0.2282,59.229
,7/10/18 22:00,0.2286,58.239
,7/10/18 23:00,0.2269,57.29
,7/11/18 0:00,0.2257,56.208
,7/11/18 1:00,0.2245,55.168
,7/11/18 2:00,0.2237,54.255
,7/11/18 3:00,0.2229,53.341
,7/11/18 4:00,0.2219,52.509
,7/11/18 5:00,0.2211,51.809
,7/11/18 6:00,0.2203,51.193
,7/11/18 7:00,0.2198,50.664
,7/11/18 8:00,0.219,50.356
,7/11/18 9:00,0.219,51.544
,7/11/18 10:00,0.219,55.906
,7/11/18 11:00,0.2174,60.818
,7/11/18 12:00,0.2161,61.848
,7/11/18 13:00,0.2148,61.977
,7/11/18 14:00,0.2143,63.433
,7/11/18 15:00,0.2134,62.875
,7/11/18 16:00,0.2131,61.419
,7/11/18 17:00,0.2126,60.904
,7/11/18 18:00,0.2126,60.561
,7/11/18 19:00,0.2117,60.046
,7/11/18 20:00,0.2112,59.014
,7/11/18 21:00,0.2112,57.979
,7/11/18 22:00,0.2109,57.117
,7/11/18 23:00,0.2109,56.251
,7/12/18 0:00,0.21,55.558
,7/12/18 1:00,0.21,54.952
,7/12/18 2:00,0.2095,54.343
,7/12/18 3:00,0.2095,53.908
,7/12/18 4:00,0.2095,53.427
,7/12/18 5:00,0.2095,52.772
,7/12/18 6:00,0.2095,52.16
,7/12/18 7:00,0.2092,51.544
,7/12/18 8:00,0.2092,51.544
,7/12/18 9:00,0.2092,52.597
,7/12/18 10:00,0.2087,54.865
,7/12/18 11:00,0.2078,58.325
,7/12/18 12:00,0.2073,60.861
,7/12/18 13:00,0.207,62.875
,7/12/18 14:00,0.2064,62.748
,7/12/18 15:00,0.2064,63.732
,7/12/18 16:00,0.2043,63.946
,7/12/18 17:00,0.2052,63.475
,7/12/18 18:00,0.2047,63.518
,7/12/18 19:00,0.2043,62.748
,7/12/18 20:00,0.2038,61.506
,7/12/18 21:00,0.2038,60.26
,7/12/18 22:00,0.2073,58.928
,7/12/18 23:00,0.2073,57.807
,7/13/18 0:00,0.207,56.858
,7/13/18 1:00,0.2073,55.863
,7/13/18 2:00,0.207,54.952
,7/13/18 3:00,0.207,54.037
,7/13/18 4:00,0.207,53.472
,7/13/18 5:00,0.207,52.686
,7/13/18 6:00,0.207,51.809
,7/13/18 7:00,0.2073,51.062
,7/13/18 8:00,0.2073,50.576
,7/13/18 9:00,0.2092,51.501
,7/13/18 10:00,0.2083,55.558
,7/13/18 11:00,0.2078,59.83
,7/13/18 12:00,0.207,60.991
,7/13/18 13:00,0.2064,63.604
,7/13/18 14:00,0.2061,65.316
,7/13/18 15:00,0.2047,65.745
,7/13/18 16:00,0.2047,65.273
,7/13/18 17:00,0.2038,64.974
,7/13/18 18:00,0.2043,64.161
,7/13/18 19:00,0.2043,63.219
,7/13/18 20:00,0.2043,62.148
,7/13/18 21:00,0.2043,60.991
,7/13/18 22:00,0.2047,59.916
,7/13/18 23:00,0.2047,58.928
,7/14/18 0:00,0.2043,57.936
,7/14/18 1:00,0.2047,57.16
,7/14/18 2:00,0.2047,56.079
,7/14/18 3:00,0.2047,55.125
,7/14/18 4:00,0.2047,54.516
,7/14/18 5:00,0.2047,53.733
,7/14/18 6:00,0.2047,52.86
,7/14/18 7:00,0.2043,52.072
,7/14/18 8:00,0.2043,51.633
,7/14/18 9:00,0.2047,52.772
,7/14/18 10:00,0.2043,57.074
,7/14/18 11:00,0.2043,61.934
,7/14/18 12:00,0.2029,65.916
,7/14/18 13:00,0.2029,69.042
,7/14/18 14:00,0.2026,70.974
,7/14/18 15:00,0.2017,71.877
,7/14/18 16:00,0.2008,72.136
,7/14/18 17:00,0.2008,71.49
,7/14/18 18:00,0.2012,69.942
,7/14/18 19:00,0.2012,68.227
,7/14/18 20:00,0.2008,66.344
,7/14/18 21:00,0.2008,64.803
,7/14/18 22:00,0.2008,63.433
,7/14/18 23:00,0.2008,62.276
,7/15/18 0:00,0.2008,61.462
,7/15/18 1:00,0.2012,60.69
,7/15/18 2:00,0.2008,59.873
,7/15/18 3:00,0.2012,59.272
,7/15/18 4:00,0.2012,58.755
,7/15/18 5:00,0.2012,58.239
,7/15/18 6:00,0.2012,57.722
,7/15/18 7:00,0.2008,57.376
,7/15/18 8:00,0.2003,57.204
,7/15/18 9:00,0.2003,57.247
,7/15/18 10:00,0.2003,57.936
,7/15/18 11:00,0.2003,58.109
,7/15/18 12:00,0.1994,59.659
,7/15/18 13:00,0.199,61.032
,7/15/18 14:00,0.1985,63.048
,7/15/18 15:00,0.1976,64.717
,7/15/18 16:00,0.1976,66.043
,7/15/18 17:00,0.1976,65.017
,7/15/18 18:00,0.1981,63.262
,7/15/18 19:00,0.1945,61.934
,7/15/18 20:00,0.1935,60.991
,7/15/18 21:00,0.1932,60.132
,7/15/18 22:00,0.1932,59.014
,7/15/18 23:00,0.1932,57.765
,7/16/18 0:00,0.1926,56.642
,7/16/18 1:00,0.1926,55.647
,7/16/18 2:00,0.1926,55.081
,7/16/18 3:00,0.1926,54.3
,7/16/18 4:00,0.1926,53.384
,7/16/18 5:00,0.1923,52.423
,7/16/18 6:00,0.1923,51.589
,7/16/18 7:00,0.1923,50.974
,7/16/18 8:00,0.1923,50.621
,7/16/18 9:00,0.1932,52.029
,7/16/18 10:00,0.1939,56.599
,7/16/18 11:00,0.1935,61.59
,7/16/18 12:00,0.1926,64.459
,7/16/18 13:00,0.1926,63.819
,7/16/18 14:00,0.1917,64.76
,7/16/18 15:00,0.1923,66.13
,7/16/18 16:00,0.1913,66.087
,7/16/18 17:00,0.1913,65.273
,7/16/18 18:00,0.1917,64.332
,7/16/18 19:00,0.1908,63.133
,7/16/18 20:00,0.1908,61.891
,7/16/18 21:00,0.1908,60.517
,7/16/18 22:00,0.1913,58.971
,7/16/18 23:00,0.1913,57.722
,7/17/18 0:00,0.1913,56.858
,7/17/18 1:00,0.1913,56.34
,7/17/18 2:00,0.1913,55.558
,7/17/18 3:00,0.1913,54.952
,7/17/18 4:00,0.1913,54.3
,7/17/18 5:00,0.1913,53.776
,7/17/18 6:00,0.1913,53.166
,7/17/18 7:00,0.1917,52.686
,7/17/18 8:00,0.1913,52.686
,7/17/18 9:00,0.1913,54.343
,7/17/18 10:00,0.1908,57.893
,7/17/18 11:00,0.1908,62.233
,7/17/18 12:00,0.1908,65.658
,7/17/18 13:00,0.1904,69.728
,7/17/18 14:00,0.1898,72.955
,7/17/18 15:00,0.1895,73.99
,7/17/18 16:00,0.1898,73.299
,7/17/18 17:00,0.1898,71.661
,7/17/18 18:00,0.1895,69.514
,7/17/18 19:00,0.1891,67.114
,7/17/18 20:00,0.1891,65.403
,7/17/18 21:00,0.1895,63.347
,7/17/18 22:00,0.1895,61.506
,7/17/18 23:00,0.1895,59.83
,7/18/18 0:00,0.1895,58.411
,7/18/18 1:00,0.1895,57.204
,7/18/18 2:00,0.1895,56.208
,7/18/18 3:00,0.1895,55.386
,7/18/18 4:00,0.1895,54.604
,7/18/18 5:00,0.1895,53.951
,7/18/18 6:00,0.1895,53.341
,7/18/18 7:00,0.1895,52.86
,7/18/18 8:00,0.1895,52.686
,7/18/18 9:00,0.1885,54.255
,7/18/18 10:00,0.1876,58.411
,7/18/18 11:00,0.1872,63.048
,7/18/18 12:00,0.1866,67.757
,7/18/18 13:00,0.1862,71.834
,7/18/18 14:00,0.1908,72.61
,7/18/18 15:00,0.1917,73.558
,7/18/18 16:00,0.1926,73.904
,7/18/18 17:00,0.1913,72.61
,7/18/18 18:00,0.1913,71.103
,7/18/18 19:00,0.1908,69.256
,7/18/18 20:00,0.1904,67.329
,7/18/18 21:00,0.1904,65.359
,7/18/18 22:00,0.1904,63.475
,7/18/18 23:00,0.1898,61.848
,7/19/18 0:00,0.1898,60.39
,7/19/18 1:00,0.1898,59.272
,7/19/18 2:00,0.1895,58.325
,7/19/18 3:00,0.1891,57.506
,7/19/18 4:00,0.1891,56.728
,7/19/18 5:00,0.1891,55.863
,7/19/18 6:00,0.1891,55.081
,7/19/18 7:00,0.1885,54.516
,7/19/18 8:00,0.1891,54.561
,7/19/18 9:00,0.1885,56.469
,7/19/18 10:00,0.1885,60.561
,7/19/18 11:00,0.1876,65.444
,7/19/18 12:00,0.1872,70.158
,7/19/18 13:00,0.1866,73.947
,7/19/18 14:00,0.1862,75.508
,7/19/18 15:00,0.1859,76.811
,7/19/18 16:00,0.1853,76.854
,7/19/18 17:00,0.1853,75.551
,7/19/18 18:00,0.1853,73.904
,7/19/18 19:00,0.1843,72.007
,7/19/18 20:00,0.1843,69.942
,7/19/18 21:00,0.184,67.757
,7/19/18 22:00,0.184,65.959
,7/19/18 23:00,0.1836,64.375
,7/20/18 0:00,0.1836,62.919
,7/20/18 1:00,0.1836,61.59
,7/20/18 2:00,0.183,60.346
,7/20/18 3:00,0.183,59.272
,7/20/18 4:00,0.183,58.152
,7/20/18 5:00,0.1826,57.247
,7/20/18 6:00,0.1826,56.512
,7/20/18 7:00,0.1826,56.079
,7/20/18 8:00,0.182,56.685
,7/20/18 9:00,0.1826,58.626
,7/20/18 10:00,0.182,61.848
,7/20/18 11:00,0.1816,65.574
,7/20/18 12:00,0.1813,68.871
,7/20/18 13:00,0.1813,72.653
,7/20/18 14:00,0.1803,74.12
,7/20/18 15:00,0.1803,73.083
,7/20/18 16:00,0.1803,71.231
,7/20/18 17:00,0.1803,69.728
,7/20/18 18:00,0.1797,68.698
,7/20/18 19:00,0.1797,67.671
,7/20/18 20:00,0.1797,66.472
,7/20/18 21:00,0.1793,64.674
,7/20/18 22:00,0.1789,62.962
,7/20/18 23:00,0.1789,61.376
,7/21/18 0:00,0.1789,60.089
,7/21/18 1:00,0.1789,58.885
,7/21/18 2:00,0.1783,57.85
,7/21/18 3:00,0.1779,56.944
,7/21/18 4:00,0.1783,56.122
,7/21/18 5:00,0.1783,55.299
,7/21/18 6:00,0.1779,54.604
,7/21/18 7:00,0.1779,54.037
,7/21/18 8:00,0.1779,53.776
,7/21/18 9:00,0.1779,55.558
,7/21/18 10:00,0.1779,60.217
,7/21/18 11:00,0.1775,65.53
,7/21/18 12:00,0.1769,71.447
,7/21/18 13:00,0.1765,75.985
,7/21/18 14:00,0.1765,78.471
,7/21/18 15:00,0.1765,79.261
,7/21/18 16:00,0.1765,78.471
,7/21/18 17:00,0.1765,77.029
,7/21/18 18:00,0.1765,74.554
,7/21/18 19:00,0.1762,72.48
,7/21/18 20:00,0.1762,70.502
,7/21/18 21:00,0.1756,68.614
,7/21/18 22:00,0.1756,66.558
,7/21/18 23:00,0.1752,64.931
,7/22/18 0:00,0.1746,63.518
,7/22/18 1:00,0.1746,62.533
,7/22/18 2:00,0.1746,62.019
,7/22/18 3:00,0.1742,61.59
,7/22/18 4:00,0.1746,61.032
,7/22/18 5:00,0.1746,60.26
,7/22/18 6:00,0.1742,59.142
,7/22/18 7:00,0.1738,58.152
,7/22/18 8:00,0.1738,57.592
,7/22/18 9:00,0.1742,59.445
,7/22/18 10:00,0.1742,63.819
,7/22/18 11:00,0.1738,68.785
,7/22/18 12:00,0.1732,74.25
,7/22/18 13:00,0.1732,78.69
,7/22/18 14:00,0.1728,80.89
,7/22/18 15:00,0.1732,81.288
,7/22/18 16:00,0.1732,80.58
,7/22/18 17:00,0.1728,79.084
,7/22/18 18:00,0.1732,77.072
,7/22/18 19:00,0.1724,74.899
,7/22/18 20:00,0.1728,73.04
,7/22/18 21:00,0.1718,71.06
,7/22/18 22:00,0.1728,69.129
,7/22/18 23:00,0.1728,67.158
,7/23/18 0:00,0.1728,65.701
,7/23/18 1:00,0.1724,64.161
,7/23/18 2:00,0.1728,62.875
,7/23/18 3:00,0.1724,61.59
,7/23/18 4:00,0.1718,60.217
,7/23/18 5:00,0.1718,59.014
,7/23/18 6:00,0.1718,57.936
,7/23/18 7:00,0.1714,57.031
,7/23/18 8:00,0.1714,56.426
,7/23/18 9:00,0.1714,57.807
,7/23/18 10:00,0.1709,62.62
,7/23/18 11:00,0.1703,67.372
,7/23/18 12:00,0.1699,71.964
,7/23/18 13:00,0.1699,73.818
,7/23/18 14:00,0.1699,75.42
,7/23/18 15:00,0.1699,75.767
,7/23/18 16:00,0.1699,75.204
,7/23/18 17:00,0.1703,74.206
,7/23/18 18:00,0.1703,72.437
,7/23/18 19:00,0.1703,70.716
,7/23/18 20:00,0.1703,69.3
,7/23/18 21:00,0.1703,67.671
,7/23/18 22:00,0.1703,66
,7/23/18 23:00,0.1699,64.546
,7/24/18 0:00,0.1699,63.176
,7/24/18 1:00,0.1695,61.761
,7/24/18 2:00,0.1695,60.733
,7/24/18 3:00,0.1695,59.616
,7/24/18 4:00,0.1689,58.755
,7/24/18 5:00,0.1689,58.239
,7/24/18 6:00,0.1685,57.765
,7/24/18 7:00,0.1685,57.204
,7/24/18 8:00,0.1685,56.685
,7/24/18 9:00,0.1689,58.066
,7/24/18 10:00,0.1689,62.019
,7/24/18 11:00,0.1685,65.701
,7/24/18 12:00,0.1685,70.887
,7/24/18 13:00,0.1685,75.985
,7/24/18 14:00,0.1681,78.382
,7/24/18 15:00,0.1681,79.48
,7/24/18 16:00,0.1689,77.335
,7/24/18 17:00,0.1685,75.681
,7/24/18 18:00,0.1689,74.12
,7/24/18 19:00,0.1685,72.05
,7/24/18 20:00,0.1685,70.072
,7/24/18 21:00,0.1685,68.013
,7/24/18 22:00,0.1681,66.344
,7/24/18 23:00,0.1681,65.017
,7/25/18 0:00,0.1681,63.99
,7/25/18 1:00,0.1677,63.09
,7/25/18 2:00,0.1677,62.148
,7/25/18 3:00,0.1677,61.032
,7/25/18 4:00,0.1677,59.788
,7/25/18 5:00,0.1671,58.582
,7/25/18 6:00,0.1671,57.463
,7/25/18 7:00,0.1671,56.642
,7/25/18 8:00,0.1671,56.251
,7/25/18 9:00,0.1671,57.074
,7/25/18 10:00,0.1671,58.928
,7/25/18 11:00,0.1667,61.032
,7/25/18 12:00,0.1671,67.071
,7/25/18 13:00,0.1667,69.042
,7/25/18 14:00,0.1667,70.329
,7/25/18 15:00,0.1667,73.256
,7/25/18 16:00,0.1667,74.424
,7/25/18 17:00,0.1677,71.791
,7/25/18 18:00,0.1677,69.728
,7/25/18 19:00,0.1677,68.27
,7/25/18 20:00,0.1677,66.344
,7/25/18 21:00,0.1677,64.589
,7/25/18 22:00,0.1671,63.133
,7/25/18 23:00,0.1667,62.233
,7/26/18 0:00,0.1663,61.205
,7/26/18 1:00,0.1667,59.788
,7/26/18 2:00,0.1663,58.455
,7/26/18 3:00,0.1663,57.29
,7/26/18 4:00,0.1663,56.251
,7/26/18 5:00,0.1656,55.299
,7/26/18 6:00,0.1652,54.516
,7/26/18 7:00,0.1652,53.865
,7/26/18 8:00,0.1652,53.733
,7/26/18 9:00,0.1656,55.515
,7/26/18 10:00,0.1663,59.401
,7/26/18 11:00,0.1656,62.577
,7/26/18 12:00,0.1652,65.745
,7/26/18 13:00,0.1652,66.472
,7/26/18 14:00,0.1652,69.085
,7/26/18 15:00,0.1652,70.372
,7/26/18 16:00,0.1652,70.93
,7/26/18 17:00,0.1656,70.974
,7/26/18 18:00,0.1656,70.158
,7/26/18 19:00,0.1656,68.527
,7/26/18 20:00,0.1656,66.515
,7/26/18 21:00,0.1648,64.332
,7/26/18 22:00,0.1648,62.276
,7/26/18 23:00,0.1648,60.474
,7/27/18 0:00,0.1648,59.014
,7/27/18 1:00,0.1648,57.765
,7/27/18 2:00,0.1652,56.599
,7/27/18 3:00,0.1642,55.558
,7/27/18 4:00,0.1642,54.604
,7/27/18 5:00,0.1638,53.733
,7/27/18 6:00,0.1634,52.947
,7/27/18 7:00,0.1629,52.291
,7/27/18 8:00,0.1634,52.072
,7/27/18 9:00,0.1638,53.994
,7/27/18 10:00,0.1638,58.755
,7/27/18 11:00,0.1638,64.247
,7/27/18 12:00,0.1638,67.242
,7/27/18 13:00,0.1638,66.985
,7/27/18 14:00,0.1638,70.372
,7/27/18 15:00,0.1638,72.523
,7/27/18 16:00,0.1638,73.083
,7/27/18 17:00,0.1648,70.329
,7/27/18 18:00,0.1656,67.928
,7/27/18 19:00,0.1656,66.301
,7/27/18 20:00,0.1652,64.375
,7/27/18 21:00,0.1663,62.191
,7/27/18 22:00,0.1656,60.474
,7/27/18 23:00,0.1656,58.885
,7/28/18 0:00,0.1656,57.333
,7/28/18 1:00,0.1652,55.949
,7/28/18 2:00,0.1652,54.734
,7/28/18 3:00,0.1648,53.645
,7/28/18 4:00,0.1642,52.686
,7/28/18 5:00,0.1648,51.809
,7/28/18 6:00,0.1642,51.017
,7/28/18 7:00,0.1642,50.4
,7/28/18 8:00,0.1642,50.223
,7/28/18 9:00,0.1642,51.809
,7/28/18 10:00,0.1642,56.599
,7/28/18 11:00,0.1638,61.032
,7/28/18 12:00,0.1638,63.819
,7/28/18 13:00,0.1642,62.533
,7/28/18 14:00,0.1638,63.518
,7/28/18 15:00,0.1642,66.772
,7/28/18 16:00,0.1642,67.885
,7/28/18 17:00,0.1638,67.5
,7/28/18 18:00,0.1648,65.53
,7/28/18 19:00,0.1663,62.019
,7/28/18 20:00,0.1663,60.517
,7/28/18 21:00,0.1656,59.229
,7/28/18 22:00,0.1656,57.463
,7/28/18 23:00,0.1652,55.776
,7/29/18 0:00,0.1652,54.343
,7/29/18 1:00,0.1652,52.947
,7/29/18 2:00,0.1648,51.809
,7/29/18 3:00,0.1648,50.752
,7/29/18 4:00,0.1642,49.87
,7/29/18 5:00,0.1648,49.073
,7/29/18 6:00,0.1642,48.45
,7/29/18 7:00,0.1642,47.914
,7/29/18 8:00,0.1642,47.871
,7/29/18 9:00,0.1642,49.471
,7/29/18 10:00,0.1642,54.169
,7/29/18 11:00,0.1638,59.959
,7/29/18 12:00,0.1642,65.615
,7/29/18 13:00,0.1638,69.771
,7/29/18 14:00,0.1638,70.158
,7/29/18 15:00,0.1642,70.029
,7/29/18 16:00,0.1642,67.671
,7/29/18 17:00,0.1652,65.273
,7/29/18 18:00,0.1648,64.074
,7/29/18 19:00,0.1648,62.533
,7/29/18 20:00,0.1642,61.119
,7/29/18 21:00,0.1642,59.445
,7/29/18 22:00,0.1638,57.722
,7/29/18 23:00,0.1638,56.165
,7/30/18 0:00,0.1634,54.865
,7/30/18 1:00,0.1638,53.776
,7/30/18 2:00,0.1638,52.772
