Plot Title: 20147179,,,
,9/16/18 23:00,0.1179,56.426
,9/17/18 0:00,0.1184,55.472
,9/17/18 1:00,0.1179,54.604
,9/17/18 2:00,0.1179,53.776
,9/17/18 3:00,0.1174,52.992
,9/17/18 4:00,0.1174,52.246
,9/17/18 5:00,0.1169,51.501
,9/17/18 6:00,0.1169,50.841
,9/17/18 7:00,0.1169,50.223
,9/17/18 8:00,0.1169,49.782
,9/17/18 9:00,0.1169,49.649
,9/17/18 10:00,0.1169,51.017
,9/17/18 11:00,0.1153,53.341
,9/17/18 12:00,0.1138,55.602
,9/17/18 13:00,0.1169,58.455
,9/17/18 14:00,0.1164,61.547
,9/17/18 15:00,0.1164,64.074
,9/17/18 16:00,0.1153,65.615
,9/17/18 17:00,0.1128,65.916
,9/17/18 18:00,0.1133,65.017
,9/17/18 19:00,0.1148,63.518
,9/17/18 20:00,0.1143,61.761
,9/17/18 21:00,0.1143,60.089
,9/17/18 22:00,0.1143,58.669
,9/17/18 23:00,0.1138,57.42
,9/18/18 0:00,0.1133,56.34
,9/18/18 1:00,0.1133,55.472
,9/18/18 2:00,0.1128,54.648
,9/18/18 3:00,0.1133,53.865
,9/18/18 4:00,0.1128,53.209
,9/18/18 5:00,0.1128,52.597
,9/18/18 6:00,0.1122,51.94
,9/18/18 7:00,0.1122,51.458
,9/18/18 8:00,0.1122,51.017
,9/18/18 9:00,0.1122,50.841
,9/18/18 10:00,0.1096,52.029
,9/18/18 11:00,0.1117,54.082
,9/18/18 12:00,0.1112,55.949
,9/18/18 13:00,0.1112,57.592
,9/18/18 14:00,0.1122,58.755
,9/18/18 15:00,0.1122,60.561
,9/18/18 16:00,0.1101,62.447
,9/18/18 17:00,0.1091,63.176
,9/18/18 18:00,0.1107,62.577
,9/18/18 19:00,0.1112,61.205
,9/18/18 20:00,0.1112,59.572
,9/18/18 21:00,0.1112,58.195
,9/18/18 22:00,0.1101,56.901
,9/18/18 23:00,0.1101,55.69
,9/19/18 0:00,0.1101,54.604
,9/19/18 1:00,0.1096,53.559
,9/19/18 2:00,0.1096,52.641
,9/19/18 3:00,0.1096,51.852
,9/19/18 4:00,0.1091,51.105
,9/19/18 5:00,0.1091,50.356
,9/19/18 6:00,0.1091,49.692
,9/19/18 7:00,0.1085,49.028
,9/19/18 8:00,0.1085,48.628
,9/19/18 9:00,0.1085,48.583
,9/19/18 10:00,0.1085,50.092
,9/19/18 11:00,0.108,52.509
,9/19/18 12:00,0.1069,54.255
,9/19/18 13:00,0.1075,55.342
,9/19/18 14:00,0.1075,55.647
,9/19/18 15:00,0.1091,55.213
,9/19/18 16:00,0.1895,54.126
,9/19/18 17:00,0.1954,53.253
,9/19/18 18:00,0.1866,53.035
,9/19/18 19:00,0.1826,52.729
,9/19/18 20:00,0.2182,52.16
,9/19/18 21:00,0.2216,51.544
,9/19/18 22:00,0.2262,51.105
,9/19/18 23:00,0.2387,50.664
,9/20/18 0:00,0.2371,50.311
,9/20/18 1:00,0.2347,50.002
,9/20/18 2:00,0.2335,49.692
,9/20/18 3:00,0.2323,49.383
,9/20/18 4:00,0.2311,49.073
,9/20/18 5:00,0.2294,48.805
,9/20/18 6:00,0.2282,48.583
,9/20/18 7:00,0.2269,48.36
,9/20/18 8:00,0.2262,48.182
,9/20/18 9:00,0.2241,48.36
,9/20/18 10:00,0.2254,49.161
,9/20/18 11:00,0.2237,50.974
,9/20/18 12:00,0.2224,53.602
,9/20/18 13:00,0.2203,56.165
,9/20/18 14:00,0.2195,58.669
,9/20/18 15:00,0.2185,60.003
,9/20/18 16:00,0.2169,60.561
,9/20/18 17:00,0.2143,60.474
,9/20/18 18:00,0.2156,59.445
,9/20/18 19:00,0.2131,57.893
,9/20/18 20:00,0.2126,56.251
,9/20/18 21:00,0.2109,54.648
,9/20/18 22:00,0.21,53.166
,9/20/18 23:00,0.2092,51.764
,9/21/18 0:00,0.2095,50.445
,9/21/18 1:00,0.2092,49.204
,9/21/18 2:00,0.2083,48.049
,9/21/18 3:00,0.2047,47.019
,9/21/18 4:00,0.2061,46.076
,9/21/18 5:00,0.2078,45.172
,9/21/18 6:00,0.2083,44.355
,9/21/18 7:00,0.2073,43.579
,9/21/18 8:00,0.2073,42.939
,9/21/18 9:00,0.2056,42.433
,9/21/18 10:00,0.2056,43.396
,9/21/18 11:00,0.2047,46.031
,9/21/18 12:00,0.2038,49.338
,9/21/18 13:00,0.2026,52.817
,9/21/18 14:00,0.2012,55.906
,9/21/18 15:00,0.2008,58.152
,9/21/18 16:00,0.1994,59.142
,9/21/18 17:00,0.199,59.056
,9/21/18 18:00,0.1972,58.023
,9/21/18 19:00,0.1967,56.512
,9/21/18 20:00,0.1963,54.865
,9/21/18 21:00,0.1958,53.298
,9/21/18 22:00,0.1954,51.895
,9/21/18 23:00,0.1948,50.621
,9/22/18 0:00,0.1945,49.516
,9/22/18 1:00,0.1945,48.493
,9/22/18 2:00,0.1939,47.557
,9/22/18 3:00,0.1935,46.661
,9/22/18 4:00,0.1898,45.761
,9/22/18 5:00,0.1913,44.856
,9/22/18 6:00,0.1939,44.082
,9/22/18 7:00,0.1939,43.306
,9/22/18 8:00,0.1935,42.616
,9/22/18 9:00,0.1923,42.156
,9/22/18 10:00,0.1923,43.259
,9/22/18 11:00,0.1908,45.941
,9/22/18 12:00,0.1885,49.028
,9/22/18 13:00,0.1895,52.335
,9/22/18 14:00,0.1876,55.299
,9/22/18 15:00,0.1872,57.592
,9/22/18 16:00,0.1872,58.626
,9/22/18 17:00,0.1862,58.541
,9/22/18 18:00,0.1859,57.463
,9/22/18 19:00,0.1843,55.906
,9/22/18 20:00,0.1843,54.255
,9/22/18 21:00,0.1843,52.772
,9/22/18 22:00,0.184,51.501
,9/22/18 23:00,0.1836,50.356
,9/23/18 0:00,0.183,49.338
,9/23/18 1:00,0.183,48.405
,9/23/18 2:00,0.1826,47.557
,9/23/18 3:00,0.182,46.751
,9/23/18 4:00,0.1816,46.031
,9/23/18 5:00,0.1813,45.307
,9/23/18 6:00,0.1813,44.627
,9/23/18 7:00,0.1813,43.945
,9/23/18 8:00,0.1807,43.443
,9/23/18 9:00,0.1813,43.579
,9/23/18 10:00,0.1807,45.036
,9/23/18 11:00,0.1807,47.691
,9/23/18 12:00,0.1663,50.974
,9/23/18 13:00,0.1732,53.865
,9/23/18 14:00,0.1756,56.426
,9/23/18 15:00,0.1656,57.979
,9/23/18 16:00,0.1742,58.928
,9/23/18 17:00,0.1746,59.142
,9/23/18 18:00,0.1689,58.368
,9/23/18 19:00,0.1695,57.117
,9/23/18 20:00,0.1746,55.69
,9/23/18 21:00,0.1752,54.3
,9/23/18 22:00,0.1746,53.166
,9/23/18 23:00,0.1746,52.16
,9/24/18 0:00,0.1746,51.282
,9/24/18 1:00,0.1742,50.752
,9/24/18 2:00,0.1742,50.311
,9/24/18 3:00,0.1738,49.692
,9/24/18 4:00,0.1738,49.161
,9/24/18 5:00,0.1738,48.672
,9/24/18 6:00,0.1732,48.272
,9/24/18 7:00,0.1728,47.826
,9/24/18 8:00,0.1728,47.377
,9/24/18 9:00,0.1724,47.289
,9/24/18 10:00,0.1714,48.004
,9/24/18 11:00,0.1667,48.938
,9/24/18 12:00,0.1619,51.282
,9/24/18 13:00,0.1604,52.641
,9/24/18 14:00,0.1667,53.341
,9/24/18 15:00,0.1562,55.515
,9/24/18 16:00,0.1604,56.469
,9/24/18 17:00,0.1656,56.469
,9/24/18 18:00,0.1648,55.819
,9/24/18 19:00,0.1652,54.82
,9/24/18 20:00,0.1629,53.776
,9/24/18 21:00,0.1634,52.817
,9/24/18 22:00,0.1656,51.94
,9/24/18 23:00,0.1652,50.974
,9/25/18 0:00,0.1671,50.135
,9/25/18 1:00,0.1667,49.249
,9/25/18 2:00,0.1663,48.272
,9/25/18 3:00,0.1663,47.244
,9/25/18 4:00,0.1663,46.166
,9/25/18 5:00,0.1634,45.172
,9/25/18 6:00,0.1671,44.263
,9/25/18 7:00,0.1685,43.396
,9/25/18 8:00,0.1689,42.616
,9/25/18 9:00,0.1677,42.017
,9/25/18 10:00,0.1677,42.8
,9/25/18 11:00,0.1671,45.036
,9/25/18 12:00,0.1667,47.914
,9/25/18 13:00,0.1663,50.974
,9/25/18 14:00,0.1652,53.69
,9/25/18 15:00,0.1648,55.602
,9/25/18 16:00,0.1642,56.426
,9/25/18 17:00,0.1638,56.208
,9/25/18 18:00,0.1638,55.038
,9/25/18 19:00,0.1634,53.384
,9/25/18 20:00,0.1667,51.544
,9/25/18 21:00,0.1667,49.87
,9/25/18 22:00,0.1667,48.405
,9/25/18 23:00,0.1667,47.154
,9/26/18 0:00,0.1652,46.076
,9/26/18 1:00,0.1615,45.036
,9/26/18 2:00,0.1608,44.127
,9/26/18 3:00,0.1648,43.396
,9/26/18 4:00,0.1663,42.847
,9/26/18 5:00,0.1681,42.294
,9/26/18 6:00,0.1695,41.648
,9/26/18 7:00,0.1695,40.905
,9/26/18 8:00,0.1689,40.158
,9/26/18 9:00,0.1677,39.69
,9/26/18 10:00,0.1656,40.672
,9/26/18 11:00,0.1648,43.259
,9/26/18 12:00,0.1648,46.391
,9/26/18 13:00,0.1638,49.692
,9/26/18 14:00,0.1634,52.686
,9/26/18 15:00,0.1634,54.865
,9/26/18 16:00,0.1629,55.819
,9/26/18 17:00,0.1629,55.733
,9/26/18 18:00,0.1619,54.691
,9/26/18 19:00,0.1629,53.078
,9/26/18 20:00,0.1629,51.458
,9/26/18 21:00,0.1623,50.002
,9/26/18 22:00,0.1623,48.672
,9/26/18 23:00,0.1629,47.422
,9/27/18 0:00,0.1629,46.301
,9/27/18 1:00,0.1619,45.307
,9/27/18 2:00,0.1604,44.445
,9/27/18 3:00,0.1562,43.624
,9/27/18 4:00,0.1585,42.847
,9/27/18 5:00,0.1634,42.109
,9/27/18 6:00,0.1648,41.369
,9/27/18 7:00,0.1656,40.719
,9/27/18 8:00,0.1652,40.158
,9/27/18 9:00,0.1623,39.877
,9/27/18 10:00,0.1608,41.23
,9/27/18 11:00,0.1585,43.853
,9/27/18 12:00,0.1577,47.109
,9/27/18 13:00,0.16,50.576
,9/27/18 14:00,0.1596,53.69
,9/27/18 15:00,0.159,55.776
,9/27/18 16:00,0.1581,56.815
,9/27/18 17:00,0.1585,56.858
,9/27/18 18:00,0.1585,55.906
,9/27/18 19:00,0.1577,54.43
,9/27/18 20:00,0.1577,52.86
,9/27/18 21:00,0.1577,51.458
,9/27/18 22:00,0.1577,50.135
,9/27/18 23:00,0.1577,48.938
,9/28/18 0:00,0.1577,47.871
,9/28/18 1:00,0.1577,46.886
,9/28/18 2:00,0.1577,46.031
,9/28/18 3:00,0.1577,45.217
,9/28/18 4:00,0.157,44.445
,9/28/18 5:00,0.157,43.716
,9/28/18 6:00,0.1566,43.03
,9/28/18 7:00,0.1577,42.341
,9/28/18 8:00,0.1551,41.693
,9/28/18 9:00,0.1558,41.369
,9/28/18 10:00,0.1566,42.847
,9/28/18 11:00,0.1523,45.534
,9/28/18 12:00,0.1441,48.717
,9/28/18 13:00,0.1441,52.029
,9/28/18 14:00,0.1538,54.995
,9/28/18 15:00,0.1527,57.031
,9/28/18 16:00,0.1499,57.936
,9/28/18 17:00,0.1396,57.893
,9/28/18 18:00,0.1405,56.901
,9/28/18 19:00,0.1391,55.299
,9/28/18 20:00,0.137,53.645
,9/28/18 21:00,0.1538,52.072
,9/28/18 22:00,0.1538,50.664
,9/28/18 23:00,0.1538,49.516
,9/29/18 0:00,0.1382,48.493
,9/29/18 1:00,0.1391,47.512
,9/29/18 2:00,0.1366,46.616
,9/29/18 3:00,0.1361,45.761
,9/29/18 4:00,0.1508,45.036
,9/29/18 5:00,0.1523,44.31
,9/29/18 6:00,0.1361,43.716
,9/29/18 7:00,0.1361,43.075
,9/29/18 8:00,0.1361,42.525
,9/29/18 9:00,0.1421,42.294
,9/29/18 10:00,0.137,43.716
,9/29/18 11:00,0.137,46.346
,9/29/18 12:00,0.1366,49.516
,9/29/18 13:00,0.1361,52.554
,9/29/18 14:00,0.1361,55.299
,9/29/18 15:00,0.1357,57.333
,9/29/18 16:00,0.1347,58.282
,9/29/18 17:00,0.1342,58.325
,9/29/18 18:00,0.1347,57.549
,9/29/18 19:00,0.1317,56.251
,9/29/18 20:00,0.149,54.82
,9/29/18 21:00,0.1459,53.427
,9/29/18 22:00,0.1382,52.291
,9/29/18 23:00,0.1326,51.325
,9/30/18 0:00,0.1307,50.311
,9/30/18 1:00,0.1326,49.383
,9/30/18 2:00,0.149,48.538
,9/30/18 3:00,0.1479,47.871
,9/30/18 4:00,0.1484,47.244
,9/30/18 5:00,0.1479,46.751
,9/30/18 6:00,0.145,46.391
,9/30/18 7:00,0.1479,46.031
,9/30/18 8:00,0.1446,45.669
,9/30/18 9:00,0.1484,45.489
,9/30/18 10:00,0.1321,46.841
,9/30/18 11:00,0.1312,49.428
,9/30/18 12:00,0.1312,52.641
,9/30/18 13:00,0.1312,55.733
,9/30/18 14:00,0.1321,58.368
,9/30/18 15:00,0.1307,60.132
,9/30/18 16:00,0.1297,60.604
,9/30/18 17:00,0.14,60.26
,9/30/18 18:00,0.1276,59.056
,9/30/18 19:00,0.1261,57.42
,9/30/18 20:00,0.1256,55.819
,9/30/18 21:00,0.1256,54.387
,9/30/18 22:00,0.1246,53.121
,9/30/18 23:00,0.1251,51.984
,10/1/18 0:00,0.1256,51.148
,10/1/18 1:00,0.1396,50.752
,10/1/18 2:00,0.1256,50.4
,10/1/18 3:00,0.1251,50.092
,10/1/18 4:00,0.1312,49.825
,10/1/18 5:00,0.1396,49.428
,10/1/18 6:00,0.1421,49.116
,10/1/18 7:00,0.1425,48.628
,10/1/18 8:00,0.1421,48.36
,10/1/18 9:00,0.1425,48.628
,10/1/18 10:00,0.1375,49.604
,10/1/18 11:00,0.1412,50.4
,10/1/18 12:00,0.1261,50.797
,10/1/18 13:00,0.1405,51.017
,10/1/18 14:00,0.1416,51.062
,10/1/18 15:00,0.1425,51.809
,10/1/18 16:00,0.1421,52.115
,10/1/18 17:00,0.1416,52.029
,10/1/18 18:00,0.1416,51.764
,10/1/18 19:00,0.1416,51.325
,10/1/18 20:00,0.1412,50.841
,10/1/18 21:00,0.1416,50.356
,10/1/18 22:00,0.1412,49.959
,10/1/18 23:00,0.1412,49.604
,10/2/18 0:00,0.1412,49.161
,10/2/18 1:00,0.1405,48.628
,10/2/18 2:00,0.1412,48.227
,10/2/18 3:00,0.1412,47.959
,10/2/18 4:00,0.1405,47.512
,10/2/18 5:00,0.1405,47.199
,10/2/18 6:00,0.1375,47.019
,10/2/18 7:00,0.14,46.931
,10/2/18 8:00,0.1382,46.841
,10/2/18 9:00,0.1416,46.841
,10/2/18 10:00,0.2139,47.019
,10/2/18 11:00,0.3058,47.289
,10/2/18 12:00,0.3317,47.736
,10/2/18 13:00,0.3343,48.538
,10/2/18 14:00,0.3441,49.249
,10/2/18 15:00,0.3412,49.737
,10/2/18 16:00,0.3228,50.4
,10/2/18 17:00,0.3156,50.797
,10/2/18 18:00,0.3144,50.752
,10/2/18 19:00,0.3098,50.4
,10/2/18 20:00,0.3062,49.914
,10/2/18 21:00,0.3026,49.561
,10/2/18 22:00,0.3029,49.249
,10/2/18 23:00,0.3005,48.983
,10/3/18 0:00,0.3008,48.762
,10/3/18 1:00,0.3496,48.45
,10/3/18 2:00,0.338,48.272
,10/3/18 3:00,0.329,48.094
,10/3/18 4:00,0.4493,47.959
,10/3/18 5:00,0.3486,47.781
,10/3/18 6:00,0.3399,47.557
,10/3/18 7:00,0.3256,47.244
,10/3/18 8:00,0.3277,47.064
,10/3/18 9:00,0.3537,47.019
,10/3/18 10:00,0.3547,47.244
,10/3/18 11:00,0.3357,47.826
,10/3/18 12:00,0.324,48.938
,10/3/18 13:00,0.3178,50.445
,10/3/18 14:00,0.3121,52.772
,10/3/18 15:00,0.3084,55.038
,10/3/18 16:00,0.3033,56.035
,10/3/18 17:00,0.3008,56.165
,10/3/18 18:00,0.2979,55.429
,10/3/18 19:00,0.2959,54.212
,10/3/18 20:00,0.2938,52.903
,10/3/18 21:00,0.2925,51.809
,10/3/18 22:00,0.2914,50.797
,10/3/18 23:00,0.2901,50.002
,10/4/18 0:00,0.2898,49.383
,10/4/18 1:00,0.2887,48.938
,10/4/18 2:00,0.2881,48.672
,10/4/18 3:00,0.2871,48.272
,10/4/18 4:00,0.2884,47.736
,10/4/18 5:00,0.2877,47.154
,10/4/18 6:00,0.2871,46.796
,10/4/18 7:00,0.2864,46.616
,10/4/18 8:00,0.2861,46.481
,10/4/18 9:00,0.2847,46.661
,10/4/18 10:00,0.2864,47.602
,10/4/18 11:00,0.2837,48.805
,10/4/18 12:00,0.2864,48.895
,10/4/18 13:00,0.2857,48.938
,10/4/18 14:00,0.2874,48.895
,10/4/18 15:00,0.2874,49.428
,10/4/18 16:00,0.2874,49.692
,10/4/18 17:00,0.2881,49.073
,10/4/18 18:00,0.2901,48.227
,10/4/18 19:00,0.2911,47.602
,10/4/18 20:00,0.2908,47.064
,10/4/18 21:00,0.2895,46.616
,10/4/18 22:00,0.2895,46.166
,10/4/18 23:00,0.289,45.806
,10/5/18 0:00,0.2887,45.534
,10/5/18 1:00,0.2898,45.307
,10/5/18 2:00,0.2895,45.036
,10/5/18 3:00,0.2895,44.719
,10/5/18 4:00,0.2887,44.355
,10/5/18 5:00,0.2887,43.9
,10/5/18 6:00,0.2884,43.396
,10/5/18 7:00,0.2871,42.892
,10/5/18 8:00,0.2877,42.616
,10/5/18 9:00,0.2874,42.616
,10/5/18 10:00,0.2871,42.892
,10/5/18 11:00,0.2864,43.122
,10/5/18 12:00,0.2871,43.396
,10/5/18 13:00,0.2857,43.624
,10/5/18 14:00,0.2871,43.945
,10/5/18 15:00,0.2847,44.537
,10/5/18 16:00,0.2847,45.534
,10/5/18 17:00,0.2857,46.031
,10/5/18 18:00,0.2877,45.714
,10/5/18 19:00,0.2874,45.217
,10/5/18 20:00,0.2874,44.492
,10/5/18 21:00,0.2901,43.716
,10/5/18 22:00,0.2928,43.03
,10/5/18 23:00,0.2935,42.663
,10/6/18 0:00,0.2938,42.341
,10/6/18 1:00,0.2938,41.878
,10/6/18 2:00,0.2938,41.369
,10/6/18 3:00,0.2938,41.043
,10/6/18 4:00,0.2932,40.764
,10/6/18 5:00,0.2914,40.438
,10/6/18 6:00,0.2919,40.158
,10/6/18 7:00,0.2925,40.017
,10/6/18 8:00,0.2922,39.924
,10/6/18 9:00,0.2919,40.064
,10/6/18 10:00,0.2922,40.719
,10/6/18 11:00,0.2928,41.878
,10/6/18 12:00,0.2367,43.351
,10/6/18 13:00,0.2464,44.537
,10/6/18 14:00,0.2351,45.399
,10/6/18 15:00,0.2904,45.714
,10/6/18 16:00,0.2914,45.941
,10/6/18 17:00,0.2911,45.624
,10/6/18 18:00,0.2901,45.489
,10/6/18 19:00,0.2908,45.036
,10/6/18 20:00,0.2898,44.4
,10/6/18 21:00,0.2895,43.853
,10/6/18 22:00,0.2884,43.351
,10/6/18 23:00,0.2887,42.892
,10/7/18 0:00,0.2877,42.386
,10/7/18 1:00,0.289,41.832
,10/7/18 2:00,0.2895,41.23
,10/7/18 3:00,0.2887,40.719
,10/7/18 4:00,0.2887,40.158
,10/7/18 5:00,0.2887,39.783
,10/7/18 6:00,0.2887,39.596
,10/7/18 7:00,0.2884,39.36
,10/7/18 8:00,0.2881,39.267
,10/7/18 9:00,0.2874,39.36
,10/7/18 10:00,0.2887,39.877
,10/7/18 11:00,0.2868,40.719
,10/7/18 12:00,0.2881,41.369
,10/7/18 13:00,0.285,42.755
,10/7/18 14:00,0.2853,44.674
,10/7/18 15:00,0.285,46.121
,10/7/18 16:00,0.285,46.616
,10/7/18 17:00,0.2844,46.706
,10/7/18 18:00,0.2864,46.166
,10/7/18 19:00,0.2868,45.399
,10/7/18 20:00,0.2868,44.627
,10/7/18 21:00,0.2864,43.763
,10/7/18 22:00,0.2861,43.122
,10/7/18 23:00,0.2861,42.57
,10/8/18 0:00,0.2861,42.109
,10/8/18 1:00,0.2861,41.74
,10/8/18 2:00,0.2864,41.416
,10/8/18 3:00,0.2868,41.043
,10/8/18 4:00,0.2864,40.626
,10/8/18 5:00,0.2868,40.298
,10/8/18 6:00,0.2871,40.064
,10/8/18 7:00,0.2871,39.877
,10/8/18 8:00,0.2871,39.643
,10/8/18 9:00,0.2861,39.549
,10/8/18 10:00,0.2864,39.173
,10/8/18 11:00,0.2864,38.937
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,